Date/Time,Electricity:Facility [J](TimeStep),InteriorLights:Electricity [J](TimeStep),Electricity:Facility [J](Hourly),InteriorLights:Electricity [J](Hourly),DistrictCooling:Facility [J](Hourly),DistrictHeating:Facility [J](Hourly),Carbon Equivalent:Facility [kg](Hourly),DistrictCooling:Facility [J](TimeStep),DistrictHeating:Facility [J](TimeStep),Carbon Equivalent:Facility [kg](TimeStep) 
 01/01  00:10:00,0.0,0.0,,,,,,0.0,585155.8421196423,0.0 
 01/01  00:20:00,0.0,0.0,,,,,,0.0,578217.2424193096,0.0 
 01/01  00:30:00,0.0,0.0,,,,,,0.0,571214.6749587334,0.0 
 01/01  00:40:00,0.0,0.0,,,,,,0.0,564032.3738623401,0.0 
 01/01  00:50:00,0.0,0.0,,,,,,0.0,556722.0839723342,0.0 
 01/01  01:00:00,0.0,0.0,0.0,0.0,0.0,3404577.2589155475,0.0,0.0,549235.0415831878,0.0 
 01/01  01:10:00,0.0,0.0,,,,,,0.0,551883.5285659868,0.0 
 01/01  01:20:00,0.0,0.0,,,,,,0.0,554353.4777829719,0.0 
 01/01  01:30:00,0.0,0.0,,,,,,0.0,556676.5121386101,0.0 
 01/01  01:40:00,0.0,0.0,,,,,,0.0,558890.6009098382,0.0 
 01/01  01:50:00,0.0,0.0,,,,,,0.0,561042.3040622104,0.0 
 01/01  02:00:00,0.0,0.0,0.0,0.0,0.0,3346001.9095398585,0.0,0.0,563155.4860802406,0.0 
 01/01  02:10:00,0.0,0.0,,,,,,0.0,561801.1174929901,0.0 
 01/01  02:20:00,0.0,0.0,,,,,,0.0,560443.94406944,0.0 
 01/01  02:30:00,0.0,0.0,,,,,,0.0,559155.799543049,0.0 
 01/01  02:40:00,0.0,0.0,,,,,,0.0,557741.6863699441,0.0 
 01/01  02:50:00,0.0,0.0,,,,,,0.0,556392.5977252806,0.0 
 01/01  03:00:00,0.0,0.0,0.0,0.0,0.0,3350584.0719270885,0.0,0.0,555048.9267263843,0.0 
 01/01  03:10:00,0.0,0.0,,,,,,0.0,555476.5869904349,0.0 
 01/01  03:20:00,0.0,0.0,,,,,,0.0,555907.6349979673,0.0 
 01/01  03:30:00,0.0,0.0,,,,,,0.0,556414.6416064367,0.0 
 01/01  03:40:00,0.0,0.0,,,,,,0.0,556776.2417899878,0.0 
 01/01  03:50:00,0.0,0.0,,,,,,0.0,557217.8124230348,0.0 
 01/01  04:00:00,0.0,0.0,0.0,0.0,0.0,3339459.6312663399,0.0,0.0,557666.7134584787,0.0 
 01/01  04:10:00,0.0,0.0,,,,,,0.0,559895.3094401722,0.0 
 01/01  04:20:00,0.0,0.0,,,,,,0.0,562133.583013365,0.0 
 01/01  04:30:00,0.0,0.0,,,,,,0.0,564459.0060914195,0.0 
 01/01  04:40:00,0.0,0.0,,,,,,0.0,566652.8669675371,0.0 
 01/01  04:50:00,0.0,0.0,,,,,,0.0,568941.224231084,0.0 
 01/01  05:00:00,0.0,0.0,0.0,0.0,0.0,3393332.0316569625,0.0,0.0,571250.0419133847,0.0 
 01/01  05:10:00,0.0,0.0,,,,,,0.0,571783.0491370747,0.0 
 01/01  05:20:00,0.0,0.0,,,,,,0.0,572333.7226340307,0.0 
 01/01  05:30:00,0.0,0.0,,,,,,0.0,572898.5968954468,0.0 
 01/01  05:40:00,0.0,0.0,,,,,,0.0,573473.8973662994,0.0 
 01/01  05:50:00,0.0,0.0,,,,,,0.0,574053.1968644669,0.0 
 01/01  06:00:00,0.0,0.0,0.0,0.0,0.0,3439176.6503996246,0.0,0.0,574634.1875023062,0.0 
 01/01  06:10:00,12090.749999999998,12090.749999999998,,,,,,0.0,644128.3838517252,0.0 
 01/01  06:20:00,12090.749999999998,12090.749999999998,,,,,,0.0,642960.9526892667,0.0 
 01/01  06:30:00,12090.749999999998,12090.749999999998,,,,,,0.0,641774.8622305124,0.0 
 01/01  06:40:00,12090.749999999998,12090.749999999998,,,,,,0.0,640562.2860935689,0.0 
 01/01  06:50:00,12090.749999999998,12090.749999999998,,,,,,0.0,639319.2906341283,0.0 
 01/01  07:00:00,12090.749999999998,12090.749999999998,72544.49999999999,72544.49999999999,0.0,3846793.007463161,0.0,0.0,638047.2319639595,0.0 
 01/01  07:10:00,119751.15,119751.15,,,,,,0.0,777211.918415355,0.0 
 01/01  07:20:00,119751.15,119751.15,,,,,,0.0,777079.873839529,0.0 
 01/01  07:30:00,119751.15,119751.15,,,,,,0.0,777666.4769783263,0.0 
 01/01  07:40:00,119751.15,119751.15,,,,,,0.0,778447.5085084995,0.0 
 01/01  07:50:00,85272.22582274172,85272.22582274172,,,,,,0.0,786521.1198008502,0.0 
 01/01  08:00:00,72356.58406379044,72356.58406379044,636633.4098865321,636633.4098865321,0.0,4688356.431077542,0.0,0.0,791429.5335349814,0.0 
 01/01  08:10:00,66493.31872411375,66493.31872411375,,,,,,0.0,780608.0141168918,0.0 
 01/01  08:20:00,60902.35843911713,60902.35843911713,,,,,,0.0,775444.9620584369,0.0 
 01/01  08:30:00,54259.9291395827,54259.9291395827,,,,,,0.0,770766.6343023393,0.0 
 01/01  08:40:00,47444.69140990952,47444.69140990952,,,,,,0.0,765974.0758841897,0.0 
 01/01  08:50:00,39372.77949745353,39372.77949745353,,,,,,0.0,761367.2012741922,0.0 
 01/01  09:00:00,29940.431335962443,29940.431335962443,298413.50854613908,298413.50854613908,0.0,4611208.9465211569,0.0,0.0,757048.058885107,0.0 
 01/01  09:10:00,22856.79,22856.79,,,,,,0.0,535746.1559967895,0.0 
 01/01  09:20:00,22856.79,22856.79,,,,,,0.0,528830.2608492202,0.0 
 01/01  09:30:00,22856.79,22856.79,,,,,,0.0,521589.0842272062,0.0 
 01/01  09:40:00,22856.79,22856.79,,,,,,0.0,513972.1216015343,0.0 
 01/01  09:50:00,22856.79,22856.79,,,,,,0.0,506141.5981319578,0.0 
 01/01  10:00:00,22856.79,22856.79,137140.74000000003,137140.74000000003,0.0,3104442.7494375098,0.0,0.0,498163.5286308015,0.0 
 01/01  10:10:00,0.0,0.0,,,,,,0.0,441637.1421268597,0.0 
 01/01  10:20:00,0.0,0.0,,,,,,0.0,433790.714300067,0.0 
 01/01  10:30:00,0.0,0.0,,,,,,0.0,425748.9773592091,0.0 
 01/01  10:40:00,0.0,0.0,,,,,,0.0,417596.1588287862,0.0 
 01/01  10:50:00,0.0,0.0,,,,,,0.0,409411.6904371561,0.0 
 01/01  11:00:00,0.0,0.0,0.0,0.0,0.0,2529306.475418231,0.0,0.0,401121.79236615265,0.0 
 01/01  11:10:00,0.0,0.0,,,,,,0.0,392843.5929075226,0.0 
 01/01  11:20:00,0.0,0.0,,,,,,0.0,384488.239687687,0.0 
 01/01  11:30:00,0.0,0.0,,,,,,0.0,376119.001470448,0.0 
 01/01  11:40:00,0.0,0.0,,,,,,0.0,368117.6313365224,0.0 
 01/01  11:50:00,0.0,0.0,,,,,,0.0,360250.9135651892,0.0 
 01/01  12:00:00,0.0,0.0,0.0,0.0,0.0,2234376.820140881,0.0,0.0,352557.44117351216,0.0 
 01/01  12:10:00,0.0,0.0,,,,,,0.0,345161.6683325203,0.0 
 01/01  12:20:00,0.0,0.0,,,,,,0.0,338096.21698321177,0.0 
 01/01  12:30:00,0.0,0.0,,,,,,0.0,331737.3806221494,0.0 
 01/01  12:40:00,0.0,0.0,,,,,,0.0,324895.5484017561,0.0 
 01/01  12:50:00,0.0,0.0,,,,,,0.0,318247.64905505409,0.0 
 01/01  13:00:00,0.0,0.0,0.0,0.0,0.0,1969820.2994483077,0.0,0.0,311681.836053616,0.0 
 01/01  13:10:00,0.0,0.0,,,,,,0.0,310335.6291085474,0.0 
 01/01  13:20:00,0.0,0.0,,,,,,0.0,309187.7031746033,0.0 
 01/01  13:30:00,0.0,0.0,,,,,,0.0,308180.2074662959,0.0 
 01/01  13:40:00,0.0,0.0,,,,,,0.0,308854.18596394199,0.0 
 01/01  13:50:00,0.0,0.0,,,,,,0.0,309850.1009458781,0.0 
 01/01  14:00:00,0.0,0.0,0.0,0.0,0.0,1857558.812937723,0.0,0.0,311150.9862784565,0.0 
 01/01  14:10:00,0.0,0.0,,,,,,0.0,309513.54340618537,0.0 
 01/01  14:20:00,0.0,0.0,,,,,,0.0,308215.6690832862,0.0 
 01/01  14:30:00,0.0,0.0,,,,,,0.0,307502.8915512222,0.0 
 01/01  14:40:00,0.0,0.0,,,,,,0.0,306715.4559103666,0.0 
 01/01  14:50:00,0.0,0.0,,,,,,0.0,306285.32296179668,0.0 
 01/01  15:00:00,0.0,0.0,0.0,0.0,0.0,1844269.0230423145,0.0,0.0,306036.14012945748,0.0 
 01/01  15:10:00,0.0,0.0,,,,,,0.0,308475.1549589477,0.0 
 01/01  15:20:00,0.0,0.0,,,,,,0.0,311428.58599753878,0.0 
 01/01  15:30:00,0.0,0.0,,,,,,0.0,314752.21942994967,0.0 
 01/01  15:40:00,0.0,0.0,,,,,,0.0,317246.89365364357,0.0 
 01/01  15:50:00,0.0,0.0,,,,,,0.0,319771.6322175914,0.0 
 01/01  16:00:00,0.0,0.0,0.0,0.0,0.0,1893904.3821435369,0.0,0.0,322229.89588586569,0.0 
 01/01  16:10:00,0.0,0.0,,,,,,0.0,326944.2423168763,0.0 
 01/01  16:20:00,0.0,0.0,,,,,,0.0,332016.83451419536,0.0 
 01/01  16:30:00,0.0,0.0,,,,,,0.0,337202.26956972017,0.0 
 01/01  16:40:00,0.0,0.0,,,,,,0.0,342418.0925566446,0.0 
 01/01  16:50:00,0.0,0.0,,,,,,0.0,347600.9416547569,0.0 
 01/01  17:00:00,0.0,0.0,0.0,0.0,0.0,2038903.5932292466,0.0,0.0,352721.2126170532,0.0 
 01/01  17:10:00,0.0,0.0,,,,,,0.0,363701.24465315506,0.0 
 01/01  17:20:00,0.0,0.0,,,,,,0.0,374602.24470016467,0.0 
 01/01  17:30:00,0.0,0.0,,,,,,0.0,385420.6475301309,0.0 
 01/01  17:40:00,0.0,0.0,,,,,,0.0,396164.59644615979,0.0 
 01/01  17:50:00,0.0,0.0,,,,,,0.0,406843.6809477962,0.0 
 01/01  18:00:00,0.0,0.0,0.0,0.0,0.0,2344199.789637128,0.0,0.0,417467.37535972127,0.0 
 01/01  18:10:00,12090.749999999998,12090.749999999998,,,,,,0.0,563293.6098280876,0.0 
 01/01  18:20:00,12090.749999999998,12090.749999999998,,,,,,0.0,567738.862225644,0.0 
 01/01  18:30:00,12090.749999999998,12090.749999999998,,,,,,0.0,572108.8549093886,0.0 
 01/01  18:40:00,12090.749999999998,12090.749999999998,,,,,,0.0,576393.9381026873,0.0 
 01/01  18:50:00,12090.749999999998,12090.749999999998,,,,,,0.0,580591.7075917514,0.0 
 01/01  19:00:00,12090.749999999998,12090.749999999998,72544.49999999999,72544.49999999999,0.0,3444829.4513061966,0.0,0.0,584702.4786486368,0.0 
 01/01  19:10:00,102153.15000000001,102153.15000000001,,,,,,0.0,691028.1080034018,0.0 
 01/01  19:20:00,102153.15000000001,102153.15000000001,,,,,,0.0,695955.2521520061,0.0 
 01/01  19:30:00,102153.15000000001,102153.15000000001,,,,,,0.0,701324.034352201,0.0 
 01/01  19:40:00,102153.15000000001,102153.15000000001,,,,,,0.0,706776.3189761667,0.0 
 01/01  19:50:00,102153.15000000001,102153.15000000001,,,,,,0.0,712250.1235745591,0.0 
 01/01  20:00:00,102153.15000000001,102153.15000000001,612918.9,612918.9,0.0,4225080.405416295,0.0,0.0,717746.5683579601,0.0 
 01/01  20:10:00,102153.15000000001,102153.15000000001,,,,,,0.0,720618.2255346716,0.0 
 01/01  20:20:00,102153.15000000001,102153.15000000001,,,,,,0.0,723508.4594797627,0.0 
 01/01  20:30:00,102153.15000000001,102153.15000000001,,,,,,0.0,726401.3633515781,0.0 
 01/01  20:40:00,102153.15000000001,102153.15000000001,,,,,,0.0,729239.9846425669,0.0 
 01/01  20:50:00,102153.15000000001,102153.15000000001,,,,,,0.0,732184.5126658435,0.0 
 01/01  21:00:00,102153.15000000001,102153.15000000001,612918.9,612918.9,0.0,4367008.609469093,0.0,0.0,735056.0637946705,0.0 
 01/01  21:10:00,102153.15000000001,102153.15000000001,,,,,,0.0,540089.1820260594,0.0 
 01/01  21:20:00,102153.15000000001,102153.15000000001,,,,,,0.0,542946.4465770488,0.0 
 01/01  21:30:00,102153.15000000001,102153.15000000001,,,,,,0.0,545788.6766638806,0.0 
 01/01  21:40:00,102153.15000000001,102153.15000000001,,,,,,0.0,548619.2807210632,0.0 
 01/01  21:50:00,102153.15000000001,102153.15000000001,,,,,,0.0,551378.8807675494,0.0 
 01/01  22:00:00,102153.15000000001,102153.15000000001,612918.9,612918.9,0.0,3283066.4095855124,0.0,0.0,554243.9428299108,0.0 
 01/01  22:10:00,90062.40000000001,90062.40000000001,,,,,,0.0,481459.2040818921,0.0 
 01/01  22:20:00,90062.40000000001,90062.40000000001,,,,,,0.0,487755.785595421,0.0 
 01/01  22:30:00,90062.40000000001,90062.40000000001,,,,,,0.0,494066.94711250919,0.0 
 01/01  22:40:00,90062.40000000001,90062.40000000001,,,,,,0.0,500393.4856135079,0.0 
 01/01  22:50:00,90062.40000000001,90062.40000000001,,,,,,0.0,506721.00573820728,0.0 
 01/01  23:00:00,90062.40000000001,90062.40000000001,540374.4,540374.4,0.0,2983463.1644510088,0.0,0.0,513066.7363094712,0.0 
 01/01  23:10:00,0.0,0.0,,,,,,0.0,568705.3932918648,0.0 
 01/01  23:20:00,0.0,0.0,,,,,,0.0,573112.5929418635,0.0 
 01/01  23:30:00,0.0,0.0,,,,,,0.0,576920.4214061671,0.0 
 01/01  23:40:00,0.0,0.0,,,,,,0.0,580590.7244063187,0.0 
 01/01  23:50:00,0.0,0.0,,,,,,0.0,584152.3272411808,0.0 
 01/01  24:00:00,0.0,0.0,0.0,0.0,0.0,3471128.469282701,0.0,0.0,587647.0099953059,0.0 
 01/02  00:10:00,0.0,0.0,,,,,,0.0,303851.50935645317,0.0 
 01/02  00:20:00,0.0,0.0,,,,,,0.0,278490.1243853652,0.0 
 01/02  00:30:00,0.0,0.0,,,,,,0.0,253539.10862653948,0.0 
 01/02  00:40:00,0.0,0.0,,,,,,0.0,228912.93641071928,0.0 
 01/02  00:50:00,0.0,0.0,,,,,,0.0,204589.2768260263,0.0 
 01/02  01:00:00,0.0,0.0,0.0,0.0,0.0,1449901.265232978,0.0,0.0,180518.30962787444,0.0 
 01/02  01:10:00,0.0,0.0,,,,,,0.0,177341.30136848326,0.0 
 01/02  01:20:00,0.0,0.0,,,,,,0.0,173928.75440995687,0.0 
 01/02  01:30:00,0.0,0.0,,,,,,0.0,170314.00710686507,0.0 
 01/02  01:40:00,0.0,0.0,,,,,,0.0,166548.93559978164,0.0 
 01/02  01:50:00,0.0,0.0,,,,,,0.0,162699.85530605893,0.0 
 01/02  02:00:00,0.0,0.0,0.0,0.0,0.0,1009648.652026867,0.0,0.0,158815.79823572149,0.0 
 01/02  02:10:00,0.0,0.0,,,,,,0.0,158472.9412213467,0.0 
 01/02  02:20:00,0.0,0.0,,,,,,0.0,158137.9420580455,0.0 
 01/02  02:30:00,0.0,0.0,,,,,,0.0,157829.89526432678,0.0 
 01/02  02:40:00,0.0,0.0,,,,,,0.0,157551.6819859894,0.0 
 01/02  02:50:00,0.0,0.0,,,,,,0.0,157300.5272128176,0.0 
 01/02  03:00:00,0.0,0.0,0.0,0.0,0.0,946380.1782674843,0.0,0.0,157087.1905249584,0.0 
 01/02  03:10:00,0.0,0.0,,,,,,0.0,158693.2627034787,0.0 
 01/02  03:20:00,0.0,0.0,,,,,,0.0,160330.44039880634,0.0 
 01/02  03:30:00,0.0,0.0,,,,,,0.0,162006.61911467848,0.0 
 01/02  03:40:00,0.0,0.0,,,,,,0.0,163730.04171482504,0.0 
 01/02  03:50:00,0.0,0.0,,,,,,0.0,165506.34597612138,0.0 
 01/02  04:00:00,0.0,0.0,0.0,0.0,0.0,977608.4869207826,0.0,0.0,167341.77701287258,0.0 
 01/02  04:10:00,0.0,0.0,,,,,,0.0,168331.61975510754,0.0 
 01/02  04:20:00,0.0,0.0,,,,,,0.0,169385.87104227735,0.0 
 01/02  04:30:00,0.0,0.0,,,,,,0.0,170491.23925884506,0.0 
 01/02  04:40:00,0.0,0.0,,,,,,0.0,171637.1012828451,0.0 
 01/02  04:50:00,0.0,0.0,,,,,,0.0,172807.70375179585,0.0 
 01/02  05:00:00,0.0,0.0,0.0,0.0,0.0,1026646.9646693589,0.0,0.0,173993.42957848806,0.0 
 01/02  05:10:00,0.0,0.0,,,,,,0.0,176099.5055993501,0.0 
 01/02  05:20:00,0.0,0.0,,,,,,0.0,178206.30100559366,0.0 
 01/02  05:30:00,0.0,0.0,,,,,,0.0,180318.36989819029,0.0 
 01/02  05:40:00,0.0,0.0,,,,,,0.0,182445.97386105069,0.0 
 01/02  05:50:00,0.0,0.0,,,,,,0.0,184597.797254509,0.0 
 01/02  06:00:00,0.0,0.0,0.0,0.0,0.0,1088451.385161039,0.0,0.0,186783.4375423453,0.0 
 01/02  06:10:00,12090.749999999998,12090.749999999998,,,,,,0.0,256932.61954014333,0.0 
 01/02  06:20:00,12090.749999999998,12090.749999999998,,,,,,0.0,256468.98527479007,0.0 
 01/02  06:30:00,12090.749999999998,12090.749999999998,,,,,,0.0,256033.28442528507,0.0 
 01/02  06:40:00,12090.749999999998,12090.749999999998,,,,,,0.0,255615.40349707998,0.0 
 01/02  06:50:00,12090.749999999998,12090.749999999998,,,,,,0.0,255202.75473152055,0.0 
 01/02  07:00:00,12090.749999999998,12090.749999999998,72544.49999999999,72544.49999999999,0.0,1535041.2888512805,0.0,0.0,254788.2413824615,0.0 
 01/02  07:10:00,119751.15,119751.15,,,,,,0.0,395097.1012669427,0.0 
 01/02  07:20:00,119751.15,119751.15,,,,,,0.0,392773.000272183,0.0 
 01/02  07:30:00,119751.15,119751.15,,,,,,0.0,391020.9116842928,0.0 
 01/02  07:40:00,119751.15,119751.15,,,,,,0.0,389407.4647310822,0.0 
 01/02  07:50:00,89437.75288965235,89437.75288965235,,,,,,0.0,392405.16295888458,0.0 
 01/02  08:00:00,77572.04552418376,77572.04552418376,646014.3984138361,646014.3984138361,0.0,2352914.675764967,0.0,0.0,392211.0348515818,0.0 
 01/02  08:10:00,69791.3355809162,69791.3355809162,,,,,,0.0,384940.1512239632,0.0 
 01/02  08:20:00,62731.485014150705,62731.485014150705,,,,,,0.0,385373.6995801774,0.0 
 01/02  08:30:00,53402.13544110934,53402.13544110934,,,,,,0.0,386341.2901178391,0.0 
 01/02  08:40:00,39745.17406186147,39745.17406186147,,,,,,0.0,391835.57865379747,0.0 
 01/02  08:50:00,29581.837922752944,29581.837922752944,,,,,,0.0,394990.0339364103,0.0 
 01/02  09:00:00,22856.79,22856.79,278108.75802079067,278108.75802079067,0.0,2341279.3397982434,0.0,0.0,397798.58628605576,0.0 
 01/02  09:10:00,22856.79,22856.79,,,,,,0.0,172009.00123667866,0.0 
 01/02  09:20:00,22856.79,22856.79,,,,,,0.0,166491.08141775849,0.0 
 01/02  09:30:00,23075.33677395533,23075.33677395533,,,,,,0.0,161393.88133541318,0.0 
 01/02  09:40:00,22856.79,22856.79,,,,,,0.0,153479.1797279359,0.0 
 01/02  09:50:00,22856.79,22856.79,,,,,,0.0,144987.40067129973,0.0 
 01/02  10:00:00,22856.79,22856.79,137359.28677395537,137359.28677395537,0.0,934358.5694913539,0.0,0.0,135998.02510226784,0.0 
 01/02  10:10:00,0.0,0.0,,,,,,0.0,78974.3236817676,0.0 
 01/02  10:20:00,0.0,0.0,,,,,,0.0,70831.60713593212,0.0 
 01/02  10:30:00,0.0,0.0,,,,,,0.0,62207.66290133554,0.0 
 01/02  10:40:00,0.0,0.0,,,,,,0.0,55430.070233252525,0.0 
 01/02  10:50:00,0.0,0.0,,,,,,0.0,48724.412546024614,0.0 
 01/02  11:00:00,0.0,0.0,0.0,0.0,0.0,358345.24567254507,0.0,0.0,42177.16917423268,0.0 
 01/02  11:10:00,0.0,0.0,,,,,,0.0,37313.716473682485,0.0 
 01/02  11:20:00,0.0,0.0,,,,,,0.0,33680.2440580434,0.0 
 01/02  11:30:00,0.0,0.0,,,,,,0.0,29614.660833800008,0.0 
 01/02  11:40:00,0.0,0.0,,,,,,0.0,25487.897623451914,0.0 
 01/02  11:50:00,0.0,0.0,,,,,,0.0,21427.23267882551,0.0 
 01/02  12:00:00,0.0,0.0,0.0,0.0,0.0,164603.08772456894,0.0,0.0,17079.336056765624,0.0 
 01/02  12:10:00,0.0,0.0,,,,,,0.0,12818.442694635154,0.0 
 01/02  12:20:00,0.0,0.0,,,,,,0.0,8650.805009190937,0.0 
 01/02  12:30:00,0.0,0.0,,,,,,0.0,4316.172627076695,0.0 
 01/02  12:40:00,0.0,0.0,,,,,,0.0,360.328241978248,0.0 
 01/02  12:50:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 01/02  13:00:00,0.0,0.0,0.0,0.0,0.0,26145.748572881035,0.0,0.0,0.0,0.0 
 01/02  13:10:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 01/02  13:20:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 01/02  13:30:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 01/02  13:40:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 01/02  13:50:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 01/02  14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  14:10:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 01/02  14:20:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 01/02  14:30:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 01/02  14:40:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 01/02  14:50:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 01/02  15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  15:10:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 01/02  15:20:00,0.0,0.0,,,,,,0.0,1237.022114482454,0.0 
 01/02  15:30:00,0.0,0.0,,,,,,0.0,5656.175734958393,0.0 
 01/02  15:40:00,0.0,0.0,,,,,,0.0,5828.160620586742,0.0 
 01/02  15:50:00,0.0,0.0,,,,,,0.0,8045.351575762932,0.0 
 01/02  16:00:00,0.0,0.0,0.0,0.0,0.0,30559.428533544196,0.0,0.0,9792.718487753675,0.0 
 01/02  16:10:00,0.0,0.0,,,,,,0.0,13269.202263381423,0.0 
 01/02  16:20:00,0.0,0.0,,,,,,0.0,16712.10712389138,0.0 
 01/02  16:30:00,0.0,0.0,,,,,,0.0,20095.723666247723,0.0 
 01/02  16:40:00,0.0,0.0,,,,,,0.0,23417.251191885214,0.0 
 01/02  16:50:00,0.0,0.0,,,,,,0.0,26667.388904629144,0.0 
 01/02  17:00:00,0.0,0.0,0.0,0.0,0.0,130008.10473834408,0.0,0.0,29846.43158830919,0.0 
 01/02  17:10:00,0.0,0.0,,,,,,0.0,32930.63098799771,0.0 
 01/02  17:20:00,0.0,0.0,,,,,,0.0,35935.756599384855,0.0 
 01/02  17:30:00,0.0,0.0,,,,,,0.0,38856.57410207193,0.0 
 01/02  17:40:00,0.0,0.0,,,,,,0.0,41685.20939561667,0.0 
 01/02  17:50:00,0.0,0.0,,,,,,0.0,44395.13660012149,0.0 
 01/02  18:00:00,0.0,0.0,0.0,0.0,0.0,240922.09684257219,0.0,0.0,47118.78915737951,0.0 
 01/02  18:10:00,12090.749999999998,12090.749999999998,,,,,,0.0,192377.79599325543,0.0 
 01/02  18:20:00,12090.749999999998,12090.749999999998,,,,,,0.0,196323.8702050991,0.0 
 01/02  18:30:00,12090.749999999998,12090.749999999998,,,,,,0.0,200244.02730205324,0.0 
 01/02  18:40:00,12090.749999999998,12090.749999999998,,,,,,0.0,204201.28920733999,0.0 
 01/02  18:50:00,12090.749999999998,12090.749999999998,,,,,,0.0,208175.29438464094,0.0 
 01/02  19:00:00,12090.749999999998,12090.749999999998,72544.49999999999,72544.49999999999,0.0,1213461.6520082565,0.0,0.0,212139.37491586788,0.0 
 01/02  19:10:00,102153.15000000001,102153.15000000001,,,,,,0.0,318073.12646635257,0.0 
 01/02  19:20:00,102153.15000000001,102153.15000000001,,,,,,0.0,320789.8684176511,0.0 
 01/02  19:30:00,102153.15000000001,102153.15000000001,,,,,,0.0,323823.9728185396,0.0 
 01/02  19:40:00,102153.15000000001,102153.15000000001,,,,,,0.0,326911.80751262957,0.0 
 01/02  19:50:00,102153.15000000001,102153.15000000001,,,,,,0.0,330001.48750795939,0.0 
 01/02  20:00:00,102153.15000000001,102153.15000000001,612918.9,612918.9,0.0,1952691.4545025575,0.0,0.0,333091.19177942528,0.0 
 01/02  20:10:00,102153.15000000001,102153.15000000001,,,,,,0.0,335313.9036763526,0.0 
 01/02  20:20:00,102153.15000000001,102153.15000000001,,,,,,0.0,337522.27989208346,0.0 
 01/02  20:30:00,102153.15000000001,102153.15000000001,,,,,,0.0,339715.33402844678,0.0 
 01/02  20:40:00,102153.15000000001,102153.15000000001,,,,,,0.0,341900.6220494663,0.0 
 01/02  20:50:00,102153.15000000001,102153.15000000001,,,,,,0.0,344082.6699012841,0.0 
 01/02  21:00:00,102153.15000000001,102153.15000000001,612918.9,612918.9,0.0,2044804.934986445,0.0,0.0,346270.1254388117,0.0 
 01/02  21:10:00,102153.15000000001,102153.15000000001,,,,,,0.0,148771.68603328075,0.0 
 01/02  21:20:00,102153.15000000001,102153.15000000001,,,,,,0.0,149118.71515679285,0.0 
 01/02  21:30:00,102153.15000000001,102153.15000000001,,,,,,0.0,149480.14601839474,0.0 
 01/02  21:40:00,102153.15000000001,102153.15000000001,,,,,,0.0,149851.35556893127,0.0 
 01/02  21:50:00,102153.15000000001,102153.15000000001,,,,,,0.0,150234.27728520946,0.0 
 01/02  22:00:00,102153.15000000001,102153.15000000001,612918.9,612918.9,0.0,898085.425030438,0.0,0.0,150629.244967829,0.0 
 01/02  22:10:00,90062.40000000001,90062.40000000001,,,,,,0.0,79797.77159094309,0.0 
 01/02  22:20:00,90062.40000000001,90062.40000000001,,,,,,0.0,85281.40862079514,0.0 
 01/02  22:30:00,90062.40000000001,90062.40000000001,,,,,,0.0,90797.29738206444,0.0 
 01/02  22:40:00,90062.40000000001,90062.40000000001,,,,,,0.0,96331.12381891786,0.0 
 01/02  22:50:00,90062.40000000001,90062.40000000001,,,,,,0.0,101896.6992785345,0.0 
 01/02  23:00:00,90062.40000000001,90062.40000000001,540374.4,540374.4,0.0,561591.4828798672,0.0,0.0,107487.18218861222,0.0 
 01/02  23:10:00,0.0,0.0,,,,,,0.0,164671.6881820851,0.0 
 01/02  23:20:00,0.0,0.0,,,,,,0.0,166863.41585473059,0.0 
 01/02  23:30:00,0.0,0.0,,,,,,0.0,168708.61648950337,0.0 
 01/02  23:40:00,0.0,0.0,,,,,,0.0,170440.61883011263,0.0 
 01/02  23:50:00,0.0,0.0,,,,,,0.0,172119.91915029614,0.0 
 01/02  24:00:00,0.0,0.0,0.0,0.0,0.0,1016552.2960057943,0.0,0.0,173748.03749906645,0.0 
 01/03  00:10:00,0.0,0.0,,,,,,0.0,173862.84709903663,0.0 
 01/03  00:20:00,0.0,0.0,,,,,,0.0,165502.48667445425,0.0 
 01/03  00:30:00,0.0,0.0,,,,,,0.0,157161.21802819606,0.0 
 01/03  00:40:00,0.0,0.0,,,,,,0.0,148845.32661389592,0.0 
 01/03  00:50:00,0.0,0.0,,,,,,0.0,140555.89488439583,0.0 
 01/03  01:00:00,0.0,0.0,0.0,0.0,0.0,918200.061884604,0.0,0.0,132272.28858462545,0.0 
