Date/Time,Electricity:Facility [J](TimeStep),InteriorLights:Electricity [J](TimeStep),Electricity:Facility [J](Hourly),InteriorLights:Electricity [J](Hourly),DistrictCooling:Facility [J](Hourly),DistrictHeating:Facility [J](Hourly),Carbon Equivalent:Facility [kg](Hourly),DistrictCooling:Facility [J](TimeStep),DistrictHeating:Facility [J](TimeStep),Carbon Equivalent:Facility [kg](TimeStep) 
 09/24  08:50:00,22856.79,22856.79,,,,,,0.0,70657.08186714922,0.0 
 09/24  09:00:00,22856.79,22856.79,178969.57201737443,178969.57201737443,0.0,423942.4912028953,0.0,0.0,70657.08186714922,0.0 
 09/24  09:10:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/24  09:20:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/24  09:30:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/24  09:40:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/24  09:50:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/24  10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/24  10:10:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/24  10:20:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/24  10:30:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/24  10:40:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/24  10:50:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/24  11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/24  11:10:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/24  11:20:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/24  11:30:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/24  11:40:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/24  11:50:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/24  12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/24  12:10:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/24  12:20:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/24  12:30:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/24  12:40:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/24  12:50:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/24  13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/24  13:10:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/24  13:20:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/24  13:30:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/24  13:40:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/24  13:50:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/24  14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/24  14:10:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/24  14:20:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/24  14:30:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/24  14:40:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/24  14:50:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/24  15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/24  15:10:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/24  15:20:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/24  15:30:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/24  15:40:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/24  15:50:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/24  16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/24  16:10:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/24  16:20:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/24  16:30:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/24  16:40:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/24  16:50:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/24  17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/24  17:10:00,12090.749999999998,12090.749999999998,,,,,,0.0,141314.16373429844,0.0 
 09/24  17:20:00,12090.749999999998,12090.749999999998,,,,,,0.0,141314.16373429844,0.0 
 09/24  17:30:00,12090.749999999998,12090.749999999998,,,,,,0.0,141314.16373429844,0.0 
 09/24  17:40:00,12090.749999999998,12090.749999999998,,,,,,0.0,141314.16373429844,0.0 
 09/24  17:50:00,12090.749999999998,12090.749999999998,,,,,,0.0,141314.16373429844,0.0 
 09/24  18:00:00,12090.749999999998,12090.749999999998,72544.49999999999,72544.49999999999,0.0,847884.9824057906,0.0,0.0,141314.16373429844,0.0 
 09/24  18:10:00,102153.15000000001,102153.15000000001,,,,,,0.0,282628.32746859689,0.0 
 09/24  18:20:00,102153.15000000001,102153.15000000001,,,,,,0.0,282628.32746859689,0.0 
 09/24  18:30:00,102153.15000000001,102153.15000000001,,,,,,0.0,282628.32746859689,0.0 
 09/24  18:40:00,102153.15000000001,102153.15000000001,,,,,,0.0,282628.32746859689,0.0 
 09/24  18:50:00,102153.15000000001,102153.15000000001,,,,,,0.0,282628.32746859689,0.0 
 09/24  19:00:00,102153.15000000001,102153.15000000001,612918.9,612918.9,0.0,1695769.9648115813,0.0,0.0,282628.32746859689,0.0 
 09/24  19:10:00,102153.15000000001,102153.15000000001,,,,,,0.0,282628.32746859689,0.0 
 09/24  19:20:00,102153.15000000001,102153.15000000001,,,,,,0.0,282628.32746859689,0.0 
 09/24  19:30:00,102153.15000000001,102153.15000000001,,,,,,0.0,282628.32746859689,0.0 
 09/24  19:40:00,102153.15000000001,102153.15000000001,,,,,,0.0,282628.32746859689,0.0 
 09/24  19:50:00,102153.15000000001,102153.15000000001,,,,,,0.0,282628.32746859689,0.0 
 09/24  20:00:00,102153.15000000001,102153.15000000001,612918.9,612918.9,0.0,1695769.9648115813,0.0,0.0,282628.32746859689,0.0 
 09/24  20:10:00,102153.15000000001,102153.15000000001,,,,,,0.0,84788.49824057908,0.0 
 09/24  20:20:00,102153.15000000001,102153.15000000001,,,,,,0.0,84788.49824057908,0.0 
 09/24  20:30:00,102153.15000000001,102153.15000000001,,,,,,0.0,84788.49824057908,0.0 
 09/24  20:40:00,102153.15000000001,102153.15000000001,,,,,,0.0,84788.49824057908,0.0 
 09/24  20:50:00,102153.15000000001,102153.15000000001,,,,,,0.0,84788.49824057908,0.0 
 09/24  21:00:00,102153.15000000001,102153.15000000001,612918.9,612918.9,0.0,508730.9894434745,0.0,0.0,84788.49824057908,0.0 
 09/24  21:10:00,90062.40000000001,90062.40000000001,,,,,,0.0,8508.984444546384,0.0 
 09/24  21:20:00,90062.40000000001,90062.40000000001,,,,,,0.0,8508.984444546384,0.0 
 09/24  21:30:00,90062.40000000001,90062.40000000001,,,,,,0.0,8508.984444546384,0.0 
 09/24  21:40:00,90062.40000000001,90062.40000000001,,,,,,0.0,8508.984444546384,0.0 
 09/24  21:50:00,90062.40000000001,90062.40000000001,,,,,,0.0,8508.984444546384,0.0 
 09/24  22:00:00,90062.40000000001,90062.40000000001,540374.4,540374.4,0.0,51053.9066672783,0.0,0.0,8508.984444546384,0.0 
 09/24  22:10:00,0.0,0.0,,,,,,0.0,25526.953333639154,0.0 
 09/24  22:20:00,0.0,0.0,,,,,,0.0,25526.953333639154,0.0 
 09/24  22:30:00,0.0,0.0,,,,,,0.0,25526.953333639154,0.0 
 09/24  22:40:00,0.0,0.0,,,,,,0.0,25526.953333639154,0.0 
 09/24  22:50:00,0.0,0.0,,,,,,0.0,25526.953333639154,0.0 
 09/24  23:00:00,0.0,0.0,0.0,0.0,0.0,153161.72000183495,0.0,0.0,25526.953333639154,0.0 
 09/24  23:10:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 09/24  23:20:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 09/24  23:30:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 09/24  23:40:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 09/24  23:50:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 09/24  24:00:00,0.0,0.0,0.0,0.0,0.0,204215.6266691132,0.0,0.0,34035.93777818554,0.0 
 09/25  00:10:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 09/25  00:20:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 09/25  00:30:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 09/25  00:40:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 09/25  00:50:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 09/25  01:00:00,0.0,0.0,0.0,0.0,0.0,204215.6266691132,0.0,0.0,34035.93777818554,0.0 
 09/25  01:10:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 09/25  01:20:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 09/25  01:30:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 09/25  01:40:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 09/25  01:50:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 09/25  02:00:00,0.0,0.0,0.0,0.0,0.0,204215.6266691132,0.0,0.0,34035.93777818554,0.0 
 09/25  02:10:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 09/25  02:20:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 09/25  02:30:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 09/25  02:40:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 09/25  02:50:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 09/25  03:00:00,0.0,0.0,0.0,0.0,0.0,204215.6266691132,0.0,0.0,34035.93777818554,0.0 
 09/25  03:10:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 09/25  03:20:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 09/25  03:30:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 09/25  03:40:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 09/25  03:50:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 09/25  04:00:00,0.0,0.0,0.0,0.0,0.0,204215.6266691132,0.0,0.0,34035.93777818554,0.0 
 09/25  04:10:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 09/25  04:20:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 09/25  04:30:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 09/25  04:40:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 09/25  04:50:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 09/25  05:00:00,0.0,0.0,0.0,0.0,0.0,204215.6266691132,0.0,0.0,34035.93777818554,0.0 
 09/25  05:10:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 09/25  05:20:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 09/25  05:30:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 09/25  05:40:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 09/25  05:50:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 09/25  06:00:00,0.0,0.0,0.0,0.0,0.0,204215.6266691132,0.0,0.0,34035.93777818554,0.0 
 09/25  06:10:00,12090.749999999998,12090.749999999998,,,,,,0.0,104693.01964533475,0.0 
 09/25  06:20:00,12090.749999999998,12090.749999999998,,,,,,0.0,104693.01964533475,0.0 
 09/25  06:30:00,12090.749999999998,12090.749999999998,,,,,,0.0,104693.01964533475,0.0 
 09/25  06:40:00,12090.749999999998,12090.749999999998,,,,,,0.0,104693.01964533475,0.0 
 09/25  06:50:00,12090.749999999998,12090.749999999998,,,,,,0.0,104693.01964533475,0.0 
 09/25  07:00:00,12090.749999999998,12090.749999999998,72544.49999999999,72544.49999999999,0.0,628158.1178720085,0.0,0.0,104693.01964533475,0.0 
 09/25  07:10:00,65819.58054833606,65819.58054833606,,,,,,0.0,299646.29635768968,0.0 
 09/25  07:20:00,62265.09437776646,62265.09437776646,,,,,,0.0,299646.29635768968,0.0 
 09/25  07:30:00,58514.509230651194,58514.509230651194,,,,,,0.0,299646.29635768968,0.0 
 09/25  07:40:00,54310.48294317409,54310.48294317409,,,,,,0.0,299646.29635768968,0.0 
 09/25  07:50:00,49967.26222315934,49967.26222315934,,,,,,0.0,299646.29635768968,0.0 
 09/25  08:00:00,45494.73237728857,45494.73237728857,336371.66170037569,336371.66170037569,0.0,1797877.778146138,0.0,0.0,299646.29635768968,0.0 
 09/25  08:10:00,40617.10678647084,40617.10678647084,,,,,,0.0,291137.31191314329,0.0 
 09/25  08:20:00,35630.387251753076,35630.387251753076,,,,,,0.0,291137.31191314329,0.0 
 09/25  08:30:00,30543.53764380229,30543.53764380229,,,,,,0.0,291137.31191314329,0.0 
 09/25  08:40:00,24839.428271927743,24839.428271927743,,,,,,0.0,291137.31191314329,0.0 
 09/25  08:50:00,22856.79,22856.79,,,,,,0.0,291137.31191314329,0.0 
 09/25  09:00:00,22856.79,22856.79,177344.03995395397,177344.03995395397,0.0,1746823.8714788599,0.0,0.0,291137.31191314329,0.0 
 09/25  09:10:00,22856.79,22856.79,,,,,,0.0,70657.08186714922,0.0 
 09/25  09:20:00,22856.79,22856.79,,,,,,0.0,70657.08186714922,0.0 
 09/25  09:30:00,22856.79,22856.79,,,,,,0.0,70657.08186714922,0.0 
 09/25  09:40:00,22856.79,22856.79,,,,,,0.0,70657.08186714922,0.0 
 09/25  09:50:00,22856.79,22856.79,,,,,,0.0,70657.08186714922,0.0 
 09/25  10:00:00,22856.79,22856.79,137140.74000000003,137140.74000000003,0.0,423942.4912028953,0.0,0.0,70657.08186714922,0.0 
 09/25  10:10:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/25  10:20:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/25  10:30:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/25  10:40:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/25  10:50:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/25  11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/25  11:10:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/25  11:20:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/25  11:30:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/25  11:40:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/25  11:50:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/25  12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/25  12:10:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/25  12:20:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/25  12:30:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/25  12:40:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/25  12:50:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/25  13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/25  13:10:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/25  13:20:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/25  13:30:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/25  13:40:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/25  13:50:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/25  14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/25  14:10:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/25  14:20:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/25  14:30:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/25  14:40:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/25  14:50:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/25  15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/25  15:10:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/25  15:20:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/25  15:30:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/25  15:40:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/25  15:50:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/25  16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/25  16:10:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/25  16:20:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/25  16:30:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/25  16:40:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/25  16:50:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/25  17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/25  17:10:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/25  17:20:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/25  17:30:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/25  17:40:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/25  17:50:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/25  18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/25  18:10:00,12090.749999999998,12090.749999999998,,,,,,0.0,141314.16373429844,0.0 
 09/25  18:20:00,12090.749999999998,12090.749999999998,,,,,,0.0,141314.16373429844,0.0 
 09/25  18:30:00,12090.749999999998,12090.749999999998,,,,,,0.0,141314.16373429844,0.0 
 09/25  18:40:00,12090.749999999998,12090.749999999998,,,,,,0.0,141314.16373429844,0.0 
 09/25  18:50:00,12090.749999999998,12090.749999999998,,,,,,0.0,141314.16373429844,0.0 
 09/25  19:00:00,12090.749999999998,12090.749999999998,72544.49999999999,72544.49999999999,0.0,847884.9824057906,0.0,0.0,141314.16373429844,0.0 
 09/25  19:10:00,102153.15000000001,102153.15000000001,,,,,,0.0,282628.32746859689,0.0 
 09/25  19:20:00,102153.15000000001,102153.15000000001,,,,,,0.0,282628.32746859689,0.0 
 09/25  19:30:00,102153.15000000001,102153.15000000001,,,,,,0.0,282628.32746859689,0.0 
 09/25  19:40:00,102153.15000000001,102153.15000000001,,,,,,0.0,282628.32746859689,0.0 
 09/25  19:50:00,102153.15000000001,102153.15000000001,,,,,,0.0,282628.32746859689,0.0 
 09/25  20:00:00,102153.15000000001,102153.15000000001,612918.9,612918.9,0.0,1695769.9648115813,0.0,0.0,282628.32746859689,0.0 
 09/25  20:10:00,102153.15000000001,102153.15000000001,,,,,,0.0,282628.32746859689,0.0 
 09/25  20:20:00,102153.15000000001,102153.15000000001,,,,,,0.0,282628.32746859689,0.0 
 09/25  20:30:00,102153.15000000001,102153.15000000001,,,,,,0.0,282628.32746859689,0.0 
 09/25  20:40:00,102153.15000000001,102153.15000000001,,,,,,0.0,282628.32746859689,0.0 
 09/25  20:50:00,102153.15000000001,102153.15000000001,,,,,,0.0,282628.32746859689,0.0 
 09/25  21:00:00,102153.15000000001,102153.15000000001,612918.9,612918.9,0.0,1695769.9648115813,0.0,0.0,282628.32746859689,0.0 
 09/25  21:10:00,102153.15000000001,102153.15000000001,,,,,,0.0,84788.49824057908,0.0 
 09/25  21:20:00,102153.15000000001,102153.15000000001,,,,,,0.0,84788.49824057908,0.0 
 09/25  21:30:00,102153.15000000001,102153.15000000001,,,,,,0.0,84788.49824057908,0.0 
 09/25  21:40:00,102153.15000000001,102153.15000000001,,,,,,0.0,84788.49824057908,0.0 
 09/25  21:50:00,102153.15000000001,102153.15000000001,,,,,,0.0,84788.49824057908,0.0 
 09/25  22:00:00,102153.15000000001,102153.15000000001,612918.9,612918.9,0.0,508730.9894434745,0.0,0.0,84788.49824057908,0.0 
 09/25  22:10:00,90062.40000000001,90062.40000000001,,,,,,0.0,8508.984444546384,0.0 
 09/25  22:20:00,90062.40000000001,90062.40000000001,,,,,,0.0,8508.984444546384,0.0 
 09/25  22:30:00,90062.40000000001,90062.40000000001,,,,,,0.0,8508.984444546384,0.0 
 09/25  22:40:00,90062.40000000001,90062.40000000001,,,,,,0.0,8508.984444546384,0.0 
 09/25  22:50:00,90062.40000000001,90062.40000000001,,,,,,0.0,8508.984444546384,0.0 
 09/25  23:00:00,90062.40000000001,90062.40000000001,540374.4,540374.4,0.0,51053.9066672783,0.0,0.0,8508.984444546384,0.0 
 09/25  23:10:00,0.0,0.0,,,,,,0.0,25526.953333639154,0.0 
 09/25  23:20:00,0.0,0.0,,,,,,0.0,25526.953333639154,0.0 
 09/25  23:30:00,0.0,0.0,,,,,,0.0,25526.953333639154,0.0 
 09/25  23:40:00,0.0,0.0,,,,,,0.0,25526.953333639154,0.0 
 09/25  23:50:00,0.0,0.0,,,,,,0.0,25526.953333639154,0.0 
 09/25  24:00:00,0.0,0.0,0.0,0.0,0.0,153161.72000183495,0.0,0.0,25526.953333639154,0.0 
 09/26  00:10:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 09/26  00:20:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 09/26  00:30:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 09/26  00:40:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 09/26  00:50:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 09/26  01:00:00,0.0,0.0,0.0,0.0,0.0,204215.6266691132,0.0,0.0,34035.93777818554,0.0 
 09/26  01:10:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 09/26  01:20:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 09/26  01:30:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 09/26  01:40:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 09/26  01:50:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 09/26  02:00:00,0.0,0.0,0.0,0.0,0.0,204215.6266691132,0.0,0.0,34035.93777818554,0.0 
 09/26  02:10:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 09/26  02:20:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 09/26  02:30:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 09/26  02:40:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 09/26  02:50:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 09/26  03:00:00,0.0,0.0,0.0,0.0,0.0,204215.6266691132,0.0,0.0,34035.93777818554,0.0 
 09/26  03:10:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 09/26  03:20:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 09/26  03:30:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 09/26  03:40:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 09/26  03:50:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 09/26  04:00:00,0.0,0.0,0.0,0.0,0.0,204215.6266691132,0.0,0.0,34035.93777818554,0.0 
 09/26  04:10:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 09/26  04:20:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 09/26  04:30:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 09/26  04:40:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 09/26  04:50:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 09/26  05:00:00,0.0,0.0,0.0,0.0,0.0,204215.6266691132,0.0,0.0,34035.93777818554,0.0 
 09/26  05:10:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 09/26  05:20:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 09/26  05:30:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 09/26  05:40:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 09/26  05:50:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 09/26  06:00:00,0.0,0.0,0.0,0.0,0.0,204215.6266691132,0.0,0.0,34035.93777818554,0.0 
 09/26  06:10:00,12090.749999999998,12090.749999999998,,,,,,0.0,104693.01964533475,0.0 
 09/26  06:20:00,12090.749999999998,12090.749999999998,,,,,,0.0,104693.01964533475,0.0 
 09/26  06:30:00,12090.749999999998,12090.749999999998,,,,,,0.0,104693.01964533475,0.0 
 09/26  06:40:00,12090.749999999998,12090.749999999998,,,,,,0.0,104693.01964533475,0.0 
 09/26  06:50:00,12090.749999999998,12090.749999999998,,,,,,0.0,104693.01964533475,0.0 
 09/26  07:00:00,12090.749999999998,12090.749999999998,72544.49999999999,72544.49999999999,0.0,628158.1178720085,0.0,0.0,104693.01964533475,0.0 
 09/26  07:10:00,66840.67181812292,66840.67181812292,,,,,,0.0,299646.29635768968,0.0 
 09/26  07:20:00,63179.97289434394,63179.97289434394,,,,,,0.0,299646.29635768968,0.0 
 09/26  07:30:00,59329.9389564007,59329.9389564007,,,,,,0.0,299646.29635768968,0.0 
 09/26  07:40:00,53711.81096637139,53711.81096637139,,,,,,0.0,299646.29635768968,0.0 
 09/26  07:50:00,48054.60798618256,48054.60798618256,,,,,,0.0,299646.29635768968,0.0 
 09/26  08:00:00,42396.64085384782,42396.64085384782,333513.6434752693,333513.6434752693,0.0,1797877.778146138,0.0,0.0,299646.29635768968,0.0 
 09/26  08:10:00,38680.16183304289,38680.16183304289,,,,,,0.0,291137.31191314329,0.0 
 09/26  08:20:00,33037.03175864382,33037.03175864382,,,,,,0.0,291137.31191314329,0.0 
 09/26  08:30:00,27528.71581132197,27528.71581132197,,,,,,0.0,291137.31191314329,0.0 
 09/26  08:40:00,28026.435679772047,28026.435679772047,,,,,,0.0,291137.31191314329,0.0 
 09/26  08:50:00,28988.39027851179,28988.39027851179,,,,,,0.0,291137.31191314329,0.0 
 09/26  09:00:00,33214.492207925,33214.492207925,189475.22756921754,189475.22756921754,0.0,1746823.8714788599,0.0,0.0,291137.31191314329,0.0 
 09/26  09:10:00,35192.440011006234,35192.440011006234,,,,,,0.0,70657.08186714922,0.0 
 09/26  09:20:00,40415.00937501284,40415.00937501284,,,,,,0.0,70657.08186714922,0.0 
 09/26  09:30:00,53341.020009877226,53341.020009877226,,,,,,0.0,70657.08186714922,0.0 
 09/26  09:40:00,32811.39609152585,32811.39609152585,,,,,,0.0,70657.08186714922,0.0 
 09/26  09:50:00,23705.309531927676,23705.309531927676,,,,,,0.0,70657.08186714922,0.0 
 09/26  10:00:00,22856.79,22856.79,208321.96501934986,208321.96501934986,0.0,423942.4912028953,0.0,0.0,70657.08186714922,0.0 
 09/26  10:10:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/26  10:20:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/26  10:30:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/26  10:40:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/26  10:50:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 09/26  11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
