time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int;;;
20140101:0009,0.0,0.0,0.0,0.0,8.39,2.57,0.0;;;
20140101:0109,0.0,0.0,0.0,0.0,8.59,2.61,0.0;;;
20140101:0209,0.0,0.0,0.0,0.0,8.79,2.66,0.0;;;
20140101:0309,0.0,0.0,0.0,0.0,8.99,2.7,0.0;;;
20140101:0409,0.0,0.0,0.0,0.0,9.02,2.98,0.0;;;
20140101:0509,0.0,0.0,0.0,0.0,9.06,3.26,0.0;;;
20140101:0609,0.0,22.0,0.0,4.07,9.1,3.53,0.0;;;
20140101:0709,0.0,67.0,0.0,13.3,9.64,3.62,0.0;;;
20140101:0809,0.0,53.0,0.0,20.93,10.17,3.71,0.0;;;
20140101:0909,0.0,49.0,0.0,26.33,10.71,3.81,0.0;;;
20140101:1009,0.0,47.0,0.0,28.9,10.89,4.13,0.0;;;
20140101:1109,0.0,49.0,0.0,28.27,11.08,4.45,0.0;;;
20140101:1209,0.0,42.0,0.0,24.55,11.26,4.77,0.0;;;
20140101:1309,78.0,139.0,0.0,18.21,11.12,4.92,0.0;;;
20140101:1409,11.0,68.0,0.0,9.9,10.99,5.07,0.0;;;
20140101:1509,0.0,0.0,0.0,0.0,10.85,5.21,0.0;;;
20140101:1609,0.0,0.0,0.0,0.0,10.57,4.83,0.0;;;
20140101:1709,0.0,0.0,0.0,0.0,10.29,4.45,0.0;;;
20140101:1809,0.0,0.0,0.0,0.0,10.02,4.07,0.0;;;
20140101:1909,0.0,0.0,0.0,0.0,9.93,4.29,0.0;;;
20140101:2009,0.0,0.0,0.0,0.0,9.85,4.52,0.0;;;
20140101:2109,0.0,0.0,0.0,0.0,9.77,4.74,0.0;;;
20140101:2209,0.0,0.0,0.0,0.0,9.8,5.04,0.0;;;
20140101:2309,0.0,0.0,0.0,0.0,9.82,5.33,0.0;;;
20140102:0009,0.0,0.0,0.0,0.0,9.85,5.63,0.0;;;
20140102:0109,0.0,0.0,0.0,0.0,9.63,5.29,0.0;;;
20140102:0209,0.0,0.0,0.0,0.0,9.41,4.95,0.0;;;
20140102:0309,0.0,0.0,0.0,0.0,9.2,4.61,0.0;;;
20140102:0409,0.0,0.0,0.0,0.0,9.15,4.43,0.0;;;
20140102:0509,0.0,0.0,0.0,0.0,9.11,4.25,0.0;;;
20140102:0609,0.0,22.0,0.0,4.06,9.07,4.07,0.0;;;
20140102:0709,156.01,50.0,0.0,13.31,9.95,4.09,0.0;;;
20140102:0809,265.01,77.0,0.0,20.95,10.82,4.11,0.0;;;
20140102:0909,147.0,198.0,0.0,26.38,11.7,4.14,0.0;;;
20140102:1009,53.0,237.0,0.0,28.98,12.21,3.83,0.0;;;
20140102:1109,2.0,172.0,0.0,28.37,12.72,3.53,0.0;;;
20140102:1209,0.0,102.0,0.0,24.67,13.23,3.23,0.0;;;
20140102:1309,19.0,139.0,0.0,18.34,12.98,2.88,0.0;;;
20140102:1409,29.0,72.0,0.0,10.03,12.73,2.53,0.0;;;
20140102:1509,0.0,0.0,0.0,0.0,12.48,2.18,0.0;;;
20140102:1609,0.0,0.0,0.0,0.0,12.03,2.4,0.0;;;
20140102:1709,0.0,0.0,0.0,0.0,11.59,2.62,0.0;;;
20140102:1809,0.0,0.0,0.0,0.0,11.15,2.84,0.0;;;
20140102:1909,0.0,0.0,0.0,0.0,10.98,2.86,0.0;;;
20140102:2009,0.0,0.0,0.0,0.0,10.81,2.89,0.0;;;
20140102:2109,0.0,0.0,0.0,0.0,10.64,2.91,0.0;;;
20140102:2209,0.0,0.0,0.0,0.0,10.64,3.03,0.0;;;
20140102:2309,0.0,0.0,0.0,0.0,10.64,3.15,0.0;;;
20140103:0009,0.0,0.0,0.0,0.0,10.65,3.27,0.0;;;
20140103:0109,0.0,0.0,0.0,0.0,10.06,3.28,0.0;;;
20140103:0209,0.0,0.0,0.0,0.0,9.47,3.3,0.0;;;
