time,G(i),H_sun,T2m,WS10m,Int
20161014:1909,0.0,0.0,18.95,5.79,0.0
20161014:2009,0.0,0.0,18.45,6.12,0.0
20161014:2109,0.0,0.0,17.96,6.46,0.0
20161014:2209,0.0,0.0,17.82,6.91,0.0
20161014:2309,0.0,0.0,17.69,7.36,0.0
20161015:0009,0.0,0.0,17.56,7.81,0.0
20161015:0109,0.0,0.0,17.18,7.83,0.0
20161015:0209,0.0,0.0,16.81,7.85,0.0
20161015:0309,0.0,0.0,16.44,7.88,0.0
20161015:0409,0.0,0.0,16.69,7.94,0.0
20161015:0509,35.0,6.38,16.95,8.0,0.0
20161015:0609,163.0,17.41,17.21,8.07,0.0
20161015:0709,172.0,27.45,18.46,8.14,0.0
20161015:0809,220.0,35.81,19.72,8.22,0.0
20161015:0909,240.0,41.54,20.97,8.29,0.0
20161015:1009,278.0,43.62,21.54,8.35,0.0
20161015:1109,239.0,41.56,22.1,8.41,0.0
20161015:1209,168.0,35.85,22.67,8.47,0.0
20161015:1309,326.95,27.51,22.55,8.03,1.0
20161015:1409,194.55,17.48,22.44,7.59,1.0
20161015:1509,65.1,6.45,22.33,7.14,1.0
20161015:1609,0.0,0.0,21.24,6.96,0.0
20161015:1709,0.0,0.0,20.16,6.78,0.0
20161015:1809,0.0,0.0,19.08,6.59,0.0
20161015:1909,0.0,0.0,18.69,6.55,0.0
20161015:2009,0.0,0.0,18.3,6.51,0.0
20161015:2109,0.0,0.0,17.92,6.47,0.0
20161015:2209,0.0,0.0,17.87,6.43,0.0
20161015:2309,0.0,0.0,17.82,6.39,0.0
20161016:0009,0.0,0.0,17.78,6.34,0.0
20161016:0109,0.0,0.0,17.8,5.89,0.0
20161016:0209,0.0,0.0,17.83,5.43,0.0
20161016:0309,0.0,0.0,17.86,4.98,0.0
20161016:0409,0.0,0.0,17.87,4.68,0.0
20161016:0509,22.4,6.18,17.88,4.37,1.0
20161016:0609,158.6,17.19,17.9,4.07,1.0
20161016:0709,269.5,27.19,19.39,3.61,1.0
20161016:0809,348.05,35.51,20.89,3.15,1.0
20161016:0909,394.5,41.2,22.39,2.69,1.0
20161016:1009,430.91,43.25,23.16,2.24,1.0
20161016:1109,437.31,41.2,23.93,1.79,1.0
20161016:1209,376.6,35.5,24.71,1.34,1.0
20161016:1309,324.95,27.19,24.59,2.13,1.0
20161016:1409,191.15,17.19,24.47,2.93,1.0
20161016:1509,58.5,6.17,24.36,3.72,1.0
20161016:1609,0.0,0.0,23.25,3.53,0.0
20161016:1709,0.0,0.0,22.14,3.33,0.0
20161016:1809,0.0,0.0,21.03,3.13,0.0
20161016:1909,0.0,0.0,20.57,3.06,0.0
20161016:2009,0.0,0.0,20.11,2.99,0.0
20161016:2109,0.0,0.0,19.66,2.92,0.0
20161016:2209,0.0,0.0,19.75,3.15,0.0
20161016:2309,0.0,0.0,19.84,3.37,0.0
20161017:0009,0.0,0.0,19.93,3.6,0.0
20161017:0109,0.0,0.0,19.16,4.48,0.0
20161017:0209,0.0,0.0,18.39,5.36,0.0
20161017:0309,0.0,0.0,17.63,6.23,0.0
20161017:0409,0.0,0.0,17.88,6.97,0.0
20161017:0509,22.45,5.98,18.14,7.71,1.0
20161017:0609,168.65,16.97,18.4,8.46,1.0
20161017:0709,288.35,26.93,18.93,9.04,1.0
20161017:0809,379.11,35.21,19.47,9.62,1.0
20161017:0909,435.51,40.85,20.0,10.21,1.0
20161017:1009,480.06,42.88,19.81,10.83,1.0
20161017:1109,468.26,40.83,19.62,11.45,1.0
20161017:1209,422.16,35.16,19.44,12.07,1.0
20161017:1309,103.0,26.87,19.4,12.14,0.0
20161017:1409,86.0,16.9,19.37,12.22,0.0
20161017:1509,46.0,5.9,19.34,12.29,0.0
20161017:1609,0.0,0.0,18.48,12.64,0.0
20161017:1709,0.0,0.0,17.63,13.0,0.0
20161017:1809,0.0,0.0,16.77,13.35,0.0
20161017:1909,0.0,0.0,16.31,13.43,0.0
20161017:2009,0.0,0.0,15.84,13.51,0.0
20161017:2109,0.0,0.0,15.38,13.59,0.0
20161017:2209,0.0,0.0,15.25,13.51,0.0
20161017:2309,0.0,0.0,15.12,13.44,0.0
20161018:0009,0.0,0.0,14.99,13.37,0.0
20161018:0109,0.0,0.0,14.9,13.32,0.0
20161018:0209,0.0,0.0,14.82,13.27,0.0
20161018:0309,0.0,0.0,14.74,13.23,0.0
20161018:0409,0.0,0.0,14.77,13.14,0.0
20161018:0509,25.0,5.77,14.8,13.06,0.0
20161018:0609,85.0,16.74,14.83,12.98,0.0
20161018:0709,298.0,26.67,15.26,12.84,0.0
20161018:0809,493.01,34.91,15.7,12.7,0.0
20161018:0909,361.0,40.51,16.14,12.57,0.0
20161018:1009,134.0,42.52,16.63,12.46,0.0
20161018:1109,401.0,40.46,17.12,12.34,0.0
20161018:1209,227.0,34.82,17.61,12.23,0.0
20161018:1309,313.0,26.56,17.45,11.97,0.0
20161018:1409,178.0,16.61,17.29,11.71,0.0
20161018:1509,48.48,5.63,17.13,11.45,0.0
20161018:1609,0.0,0.0,16.37,11.16,0.0
20161018:1709,0.0,0.0,15.62,10.88,0.0
20161018:1809,0.0,0.0,14.86,10.59,0.0
20161018:1909,0.0,0.0,14.67,10.33,0.0
20161018:2009,0.0,0.0,14.48,10.07,0.0
20161018:2109,0.0,0.0,14.29,9.81,0.0
20161018:2209,0.0,0.0,14.41,9.79,0.0
20161018:2309,0.0,0.0,14.53,9.78,0.0
20161019:0009,0.0,0.0,14.66,9.77,0.0
20161019:0109,0.0,0.0,14.56,9.38,0.0
20161019:0209,0.0,0.0,14.46,8.99,0.0
20161019:0309,0.0,0.0,14.37,8.61,0.0
20161019:0409,0.0,0.0,14.79,8.34,0.0
20161019:0509,18.0,5.57,15.21,8.07,0.0
20161019:0609,105.0,16.51,15.63,7.81,0.0
20161019:0709,282.0,26.42,16.21,7.41,0.0
20161019:0809,400.0,34.61,16.8,7.02,0.0
20161019:0909,378.0,40.17,17.38,6.62,0.0
20161019:1009,164.0,42.15,17.83,6.34,0.0
20161019:1109,281.0,40.1,18.28,6.05,0.0
20161019:1209,403.0,34.48,18.73,5.77,0.0
20161019:1309,402.01,26.25,18.85,5.65,0.0
20161019:1409,229.0,16.33,18.97,5.53,0.0
20161019:1509,42.84,5.37,19.1,5.41,0.0
20161019:1609,0.0,0.0,18.61,5.48,0.0
20161019:1709,0.0,0.0,18.13,5.54,0.0
20161019:1809,0.0,0.0,17.65,5.61,0.0
20161019:1909,0.0,0.0,17.41,5.64,0.0
20161019:2009,0.0,0.0,17.17,5.67,0.0
20161019:2109,0.0,0.0,16.93,5.7,0.0
20161019:2209,0.0,0.0,16.93,5.66,0.0
20161019:2309,0.0,0.0,16.93,5.61,0.0
20161020:0009,0.0,0.0,16.94,5.57,0.0
20161020:0109,0.0,0.0,16.91,5.54,0.0
20161020:0209,0.0,0.0,16.88,5.52,0.0
20161020:0309,0.0,0.0,16.85,5.49,0.0
20161020:0409,0.0,0.0,17.02,5.66,0.0
20161020:0509,15.0,5.37,17.2,5.82,0.0
20161020:0609,64.0,16.29,17.38,5.99,0.0
20161020:0709,132.0,26.16,17.83,5.85,0.0
20161020:0809,152.0,34.31,18.28,5.71,0.0
20161020:0909,174.0,39.84,18.73,5.57,0.0
20161020:1009,173.0,41.79,18.93,5.45,0.0
20161020:1109,481.0,39.75,19.12,5.32,0.0
20161020:1209,239.0,34.15,19.32,5.2,0.0
20161020:1309,316.0,25.94,19.22,5.33,0.0
20161020:1409,202.0,16.04,19.12,5.46,0.0
20161020:1509,46.7,5.11,19.02,5.59,0.0
20161020:1609,0.0,0.0,18.48,5.57,0.0
20161020:1709,0.0,0.0,17.95,5.55,0.0
20161020:1809,0.0,0.0,17.42,5.53,0.0
20161020:1909,0.0,0.0,17.15,5.31,0.0
20161020:2009,0.0,0.0,16.87,5.09,0.0
20161020:2109,0.0,0.0,16.6,4.87,0.0
20161020:2209,0.0,0.0,16.65,4.81,0.0
20161020:2309,0.0,0.0,16.7,4.75,0.0
20161021:0009,0.0,0.0,16.76,4.69,0.0
20161021:0109,0.0,0.0,16.58,4.52,0.0
20161021:0209,0.0,0.0,16.41,4.36,0.0
20161021:0309,0.0,0.0,16.24,4.19,0.0
20161021:0409,0.0,0.0,16.63,4.18,0.0
20161021:0509,4.0,5.16,17.02,4.17,0.0
20161021:0609,174.0,16.06,17.42,4.17,0.0
20161021:0709,284.0,25.9,17.85,3.95,0.0
20161021:0809,248.0,34.01,18.29,3.74,0.0
20161021:0909,222.0,39.5,18.72,3.53,0.0
20161021:1009,214.0,41.43,18.93,2.99,0.0
20161021:1109,105.0,39.39,19.14,2.46,0.0
20161021:1209,158.0,33.81,19.35,1.92,0.0
20161021:1309,194.0,25.64,19.41,1.83,0.0
20161021:1409,102.0,15.77,19.47,1.73,0.0
20161021:1509,31.04,4.85,19.54,1.64,0.0
20161021:1609,0.0,0.0,19.1,1.83,0.0
20161021:1709,0.0,0.0,18.67,2.03,0.0
20161021:1809,0.0,0.0,18.24,2.22,0.0
20161021:1909,0.0,0.0,18.18,2.44,0.0
20161021:2009,0.0,0.0,18.11,2.65,0.0
20161021:2109,0.0,0.0,18.05,2.87,0.0
20161021:2209,0.0,0.0,18.34,3.22,0.0
20161021:2309,0.0,0.0,18.64,3.57,0.0
20161022:0009,0.0,0.0,18.94,3.92,0.0
20161022:0109,0.0,0.0,18.72,3.93,0.0
20161022:0209,0.0,0.0,18.5,3.94,0.0
20161022:0309,0.0,0.0,18.28,3.94,0.0
20161022:0409,0.0,0.0,18.81,4.29,0.0
20161022:0509,11.0,4.96,19.34,4.63,0.0
20161022:0609,19.0,15.83,19.87,4.98,0.0
20161022:0709,46.0,25.63,20.48,5.42,0.0
20161022:0809,50.0,33.71,21.09,5.85,0.0
20161022:0909,67.0,39.16,21.7,6.29,0.0
20161022:1009,95.0,41.08,22.0,6.22,0.0
20161022:1109,108.0,39.04,22.3,6.15,0.0
20161022:1209,195.0,33.49,22.6,6.08,0.0
20161022:1309,153.0,25.34,22.34,5.78,0.0
20161022:1409,116.0,15.5,22.09,5.48,0.0
20161022:1509,30.78,4.59,21.84,5.17,0.0
20161022:1609,0.0,0.0,21.19,4.75,0.0
20161022:1709,0.0,0.0,20.54,4.34,0.0
20161022:1809,0.0,0.0,19.89,3.92,0.0
20161022:1909,0.0,0.0,19.62,3.26,0.0
20161022:2009,0.0,0.0,19.34,2.59,0.0
20161022:2109,0.0,0.0,19.07,1.93,0.0
20161022:2209,0.0,0.0,18.86,1.83,0.0
20161022:2309,0.0,0.0,18.65,1.72,0.0
20161023:0009,0.0,0.0,18.44,1.61,0.0
20161023:0109,0.0,0.0,17.86,2.2,0.0
20161023:0209,0.0,0.0,17.28,2.78,0.0
20161023:0309,0.0,0.0,16.7,3.37,0.0
20161023:0409,0.0,0.0,17.1,3.25,0.0
20161023:0509,19.0,4.75,17.5,3.14,0.0
20161023:0609,83.0,15.6,17.9,3.02,0.0
20161023:0709,336.01,25.37,18.73,2.84,0.0
20161023:0809,479.01,33.41,19.57,2.66,0.0
20161023:0909,540.01,38.83,20.4,2.48,0.0
20161023:1009,325.0,40.72,20.81,2.58,0.0
20161023:1109,306.0,38.69,21.22,2.69,0.0
20161023:1209,401.0,33.16,21.64,2.79,0.0
20161023:1309,297.0,25.05,21.72,3.0,0.0
20161023:1409,188.0,15.23,21.8,3.22,0.0
20161023:1509,34.42,4.35,21.89,3.43,0.0
20161023:1609,0.0,0.0,21.01,3.43,0.0
20161023:1709,0.0,0.0,20.14,3.43,0.0
20161023:1809,0.0,0.0,19.26,3.43,0.0
20161023:1909,0.0,0.0,18.89,3.48,0.0
20161023:2009,0.0,0.0,18.52,3.53,0.0
20161023:2109,0.0,0.0,18.16,3.57,0.0
20161023:2209,0.0,0.0,18.15,3.95,0.0
20161023:2309,0.0,0.0,18.14,4.34,0.0
20161024:0009,0.0,0.0,18.13,4.72,0.0
20161024:0109,0.0,0.0,17.82,4.97,0.0
20161024:0209,0.0,0.0,17.51,5.23,0.0
20161024:0309,0.0,0.0,17.2,5.49,0.0
20161024:0409,0.0,0.0,17.53,5.94,0.0
20161024:0509,11.0,4.54,17.86,6.4,0.0
20161024:0609,57.0,15.37,18.19,6.86,0.0
20161024:0709,158.0,25.11,18.87,7.18,0.0
20161024:0809,314.0,33.11,19.56,7.51,0.0
20161024:0909,488.01,38.5,20.24,7.83,0.0
20161024:1009,419.0,40.37,20.45,8.13,0.0
20161024:1109,387.0,38.35,20.66,8.43,0.0
20161024:1209,301.0,32.84,20.88,8.73,0.0
20161024:1309,201.0,24.76,20.79,8.83,0.0
20161024:1409,184.0,14.96,20.7,8.93,0.0
20161024:1509,33.97,4.1,20.61,9.03,0.0
20161024:1609,0.0,0.0,19.71,9.26,0.0
20161024:1709,0.0,0.0,18.82,9.48,0.0
20161024:1809,0.0,0.0,17.93,9.7,0.0
20161024:1909,0.0,0.0,17.55,9.88,0.0
20161024:2009,0.0,0.0,17.17,10.07,0.0
20161024:2109,0.0,0.0,16.79,10.26,0.0
20161024:2209,0.0,0.0,16.75,10.54,0.0
20161024:2309,0.0,0.0,16.72,10.82,0.0
20161025:0009,0.0,0.0,16.69,11.1,0.0
20161025:0109,0.0,0.0,16.62,11.26,0.0
20161025:0209,0.0,0.0,16.56,11.41,0.0
20161025:0309,0.0,0.0,16.5,11.56,0.0
20161025:0409,0.0,0.0,16.66,11.63,0.0
20161025:0509,19.0,4.34,16.82,11.71,0.0
20161025:0609,133.0,15.14,16.99,11.78,0.0
20161025:0709,175.0,24.85,17.61,11.96,0.0
20161025:0809,247.0,32.82,18.24,12.15,0.0
20161025:0909,309.0,38.17,18.86,12.33,0.0
20161025:1009,402.0,40.03,19.15,12.35,0.0
20161025:1109,438.0,38.01,19.44,12.37,0.0
20161025:1209,317.0,32.52,19.74,12.39,0.0
20161025:1309,170.0,24.47,19.57,12.11,0.0
20161025:1409,142.0,14.7,19.4,11.84,0.0
20161025:1509,29.78,3.86,19.23,11.57,0.0
20161025:1609,0.0,0.0,18.37,11.38,0.0
20161025:1709,0.0,0.0,17.52,11.2,0.0
20161025:1809,0.0,0.0,16.67,11.01,0.0
20161025:1909,0.0,0.0,16.32,10.91,0.0
20161025:2009,0.0,0.0,15.97,10.81,0.0
20161025:2109,0.0,0.0,15.63,10.72,0.0
20161025:2209,0.0,0.0,15.67,10.8,0.0
20161025:2309,0.0,0.0,15.71,10.89,0.0
20161026:0009,0.0,0.0,15.76,10.98,0.0
20161026:0109,0.0,0.0,15.47,10.62,0.0
20161026:0209,0.0,0.0,15.19,10.25,0.0
20161026:0309,0.0,0.0,14.91,9.89,0.0
20161026:0409,0.0,0.0,15.15,9.72,0.0
20161026:0509,11.0,4.13,15.39,9.55,0.0
20161026:0609,96.0,14.91,15.63,9.38,0.0
20161026:0709,137.0,24.59,16.72,9.17,0.0
20161026:0809,186.0,32.52,17.82,8.96,0.0
20161026:0909,254.0,37.84,18.91,8.74,0.0
20161026:1009,244.0,39.68,19.72,8.4,0.0
20161026:1109,491.01,37.67,20.53,8.05,0.0
20161026:1209,416.01,32.21,21.34,7.7,0.0
20161026:1309,207.0,24.19,21.53,7.06,0.0
20161026:1409,168.0,14.44,21.73,6.43,0.0
20161026:1509,14.0,3.62,21.93,5.79,0.0
20161026:1609,0.0,0.0,21.3,5.49,0.0
20161026:1709,0.0,0.0,20.68,5.19,0.0
20161026:1809,0.0,0.0,20.05,4.88,0.0
20161026:1909,0.0,0.0,19.62,4.95,0.0
20161026:2009,0.0,0.0,19.19,5.02,0.0
20161026:2109,0.0,0.0,18.77,5.09,0.0
20161026:2209,0.0,0.0,18.68,5.23,0.0
20161026:2309,0.0,0.0,18.59,5.37,0.0
20161027:0009,0.0,0.0,18.51,5.5,0.0
20161027:0109,0.0,0.0,17.85,6.07,0.0
20161027:0209,0.0,0.0,17.2,6.64,0.0
20161027:0309,0.0,0.0,16.55,7.21,0.0
20161027:0409,0.0,0.0,16.84,7.68,0.0
20161027:0509,5.0,3.92,17.13,8.15,0.0
20161027:0609,52.0,14.68,17.42,8.62,0.0
20161027:0709,62.0,24.33,18.02,9.01,0.0
20161027:0809,128.0,32.23,18.63,9.4,0.0
20161027:0909,69.0,37.51,19.23,9.79,0.0
20161027:1009,116.0,39.34,18.96,10.04,0.0
20161027:1109,118.0,37.34,18.69,10.29,0.0
20161027:1209,127.0,31.9,18.43,10.54,0.0
20161027:1309,92.0,23.91,18.24,10.17,0.0
20161027:1409,79.0,14.19,18.05,9.8,0.0
20161027:1509,20.34,3.39,17.86,9.43,0.0
20161027:1609,0.0,0.0,17.38,9.76,0.0
20161027:1709,0.0,0.0,16.9,10.08,0.0
20161027:1809,0.0,0.0,16.42,10.4,0.0
20161027:1909,0.0,0.0,16.2,10.7,0.0
20161027:2009,0.0,0.0,15.98,11.01,0.0
20161027:2109,0.0,0.0,15.77,11.31,0.0
20161027:2209,0.0,0.0,15.76,11.4,0.0
20161027:2309,0.0,0.0,15.75,11.49,0.0
20161028:0009,0.0,0.0,15.74,11.59,0.0
20161028:0109,0.0,0.0,15.31,11.71,0.0
20161028:0209,0.0,0.0,14.88,11.83,0.0
20161028:0309,0.0,0.0,14.45,11.96,0.0
20161028:0409,0.0,0.0,14.7,12.0,0.0
20161028:0509,9.0,3.71,14.95,12.04,0.0
20161028:0609,26.0,14.45,15.21,12.08,0.0
20161028:0709,86.0,24.07,15.36,12.28,0.0
20161028:0809,91.0,31.93,15.52,12.47,0.0
20161028:0909,75.0,37.19,15.67,12.66,0.0
20161028:1009,86.0,39.0,15.63,12.75,0.0
20161028:1109,74.0,37.01,15.59,12.85,0.0
20161028:1209,44.0,31.6,15.55,12.94,0.0
20161028:1309,72.0,23.63,15.55,12.69,0.0
20161028:1409,71.0,13.94,15.55,12.45,0.0
20161028:1509,12.0,3.16,15.55,12.21,0.0
20161028:1609,0.0,0.0,15.24,12.21,0.0
20161028:1709,0.0,0.0,14.94,12.22,0.0
20161028:1809,0.0,0.0,14.63,12.22,0.0
20161028:1909,0.0,0.0,14.38,12.37,0.0
20161028:2009,0.0,0.0,14.12,12.51,0.0
20161028:2109,0.0,0.0,13.87,12.66,0.0
20161028:2209,0.0,0.0,13.81,12.8,0.0
20161028:2309,0.0,0.0,13.75,12.94,0.0
20161029:0009,0.0,0.0,13.69,13.08,0.0
20161029:0109,0.0,0.0,13.71,12.17,0.0
20161029:0209,0.0,0.0,13.74,11.26,0.0
20161029:0309,0.0,0.0,13.77,10.34,0.0
20161029:0409,0.0,0.0,13.97,10.52,0.0
20161029:0509,9.0,3.5,14.18,10.7,0.0
20161029:0609,128.0,14.22,14.39,10.88,0.0
20161029:0709,128.0,23.81,14.82,10.35,0.0
20161029:0809,66.0,31.64,15.26,9.82,0.0
20161029:0909,79.0,36.87,15.7,9.28,0.0
20161029:1009,251.0,38.67,16.07,8.77,0.0
20161029:1109,254.0,36.68,16.43,8.25,0.0
20161029:1209,198.0,31.3,16.8,7.74,0.0
20161029:1309,59.0,23.36,16.96,7.08,0.0
20161029:1409,76.0,13.7,17.12,6.42,0.0
20161029:1509,14.8,2.94,17.28,5.77,0.0
20161029:1609,0.0,0.0,16.55,5.39,0.0
20161029:1709,0.0,0.0,15.83,5.02,0.0
20161029:1809,0.0,0.0,15.11,4.65,0.0
20161029:1909,0.0,0.0,14.9,4.46,0.0
20161029:2009,0.0,0.0,14.69,4.27,0.0
20161029:2109,0.0,0.0,14.49,4.08,0.0
20161029:2209,0.0,0.0,14.7,3.94,0.0
20161029:2309,0.0,0.0,14.91,3.79,0.0
20161030:0009,0.0,0.0,15.12,3.64,0.0
20161030:0109,0.0,0.0,15.07,3.51,0.0
20161030:0209,0.0,0.0,15.03,3.38,0.0
20161030:0309,0.0,0.0,14.99,3.26,0.0
20161030:0409,0.0,0.0,15.21,3.37,0.0
20161030:0509,11.0,3.29,15.43,3.49,0.0
20161030:0609,146.0,13.99,15.65,3.6,0.0
20161030:0709,276.0,23.55,15.98,3.86,0.0
20161030:0809,222.0,31.35,16.32,4.11,0.0
20161030:0909,257.0,36.55,16.66,4.37,0.0
20161030:1009,415.0,38.34,16.9,4.43,0.0
20161030:1109,471.01,36.36,17.14,4.49,0.0
20161030:1209,296.0,31.0,17.38,4.55,0.0
20161030:1309,224.0,23.1,17.44,4.18,0.0
20161030:1409,78.0,13.46,17.5,3.81,0.0
20161030:1509,13.8,2.72,17.57,3.43,0.0
20161030:1609,0.0,0.0,17.13,3.55,0.0
20161030:1709,0.0,0.0,16.7,3.66,0.0
20161030:1809,0.0,0.0,16.26,3.78,0.0
20161030:1909,0.0,0.0,16.02,3.86,0.0
20161030:2009,0.0,0.0,15.78,3.94,0.0
20161030:2109,0.0,0.0,15.54,4.01,0.0
20161030:2209,0.0,0.0,15.59,4.2,0.0
20161030:2309,0.0,0.0,15.64,4.38,0.0
20161031:0009,0.0,0.0,15.7,4.57,0.0
20161031:0109,0.0,0.0,15.66,5.8,0.0
20161031:0209,0.0,0.0,15.62,7.03,0.0
20161031:0309,0.0,0.0,15.58,8.26,0.0
20161031:0409,0.0,0.0,15.48,8.28,0.0
20161031:0509,0.0,0.0,15.39,8.3,0.0
20161031:0609,153.0,13.76,15.3,8.32,0.0
20161031:0709,188.0,23.29,15.15,8.35,0.0
20161031:0809,210.0,31.06,15.0,8.38,0.0
20161031:0909,137.0,36.23,14.85,8.41,0.0
20161031:1009,263.0,38.01,14.86,8.7,0.0
20161031:1109,109.0,36.04,14.87,8.98,0.0
20161031:1209,199.0,30.71,14.89,9.27,0.0
20161031:1309,95.0,22.83,15.28,9.56,0.0
20161031:1409,89.0,13.23,15.68,9.86,0.0
20161031:1509,8.0,2.51,16.08,10.15,0.0
20161031:1609,0.0,0.0,15.55,10.06,0.0
20161031:1709,0.0,0.0,15.03,9.97,0.0
20161031:1809,0.0,0.0,14.5,9.88,0.0
20161031:1909,0.0,0.0,14.26,9.86,0.0
20161031:2009,0.0,0.0,14.02,9.85,0.0
20161031:2109,0.0,0.0,13.78,9.83,0.0
20161031:2209,0.0,0.0,13.7,9.7,0.0
20161031:2309,0.0,0.0,13.62,9.57,0.0
20161101:0009,0.0,0.0,13.55,9.43,0.0
20161101:0109,0.0,0.0,13.3,8.78,0.0
20161101:0209,0.0,0.0,13.05,8.12,0.0
20161101:0309,0.0,0.0,12.8,7.46,0.0
20161101:0409,0.0,0.0,12.98,7.22,0.0
20161101:0509,0.0,0.0,13.16,6.98,0.0
20161101:0609,176.0,13.52,13.34,6.74,0.0
20161101:0709,348.01,23.03,14.25,6.63,0.0
20161101:0809,487.01,30.77,15.15,6.52,0.0
20161101:0909,580.01,35.92,16.05,6.41,0.0
20161101:1009,608.01,37.69,16.41,6.3,0.0
20161101:1109,578.01,35.73,16.77,6.19,0.0
20161101:1209,495.01,30.43,17.13,6.08,0.0
20161101:1309,357.01,22.58,17.01,6.16,0.0
20161101:1409,184.01,13.0,16.89,6.24,0.0
20161101:1509,11.8,2.3,16.77,6.32,0.0
20161101:1609,0.0,0.0,16.06,6.31,0.0
20161101:1709,0.0,0.0,15.36,6.3,0.0
20161101:1809,0.0,0.0,14.65,6.29,0.0
20161101:1909,0.0,0.0,14.2,5.99,0.0
20161101:2009,0.0,0.0,13.74,5.69,0.0
20161101:2109,0.0,0.0,13.29,5.39,0.0
20161101:2209,0.0,0.0,13.24,5.04,0.0
20161101:2309,0.0,0.0,13.2,4.69,0.0
20161102:0009,0.0,0.0,13.15,4.33,0.0
20161102:0109,0.0,0.0,13.0,4.03,0.0
20161102:0209,0.0,0.0,12.86,3.73,0.0
20161102:0309,0.0,0.0,12.71,3.43,0.0
20161102:0409,0.0,0.0,12.89,2.91,0.0
20161102:0509,0.0,0.0,13.07,2.39,0.0
20161102:0609,173.0,13.29,13.24,1.86,0.0
20161102:0709,341.01,22.78,14.43,1.82,0.0
20161102:0809,484.01,30.48,15.61,1.78,0.0
20161102:0909,575.01,35.61,16.8,1.74,0.0
20161102:1009,603.01,37.37,17.37,2.02,0.0
20161102:1109,577.01,35.42,17.95,2.31,0.0
20161102:1209,488.01,30.14,18.52,2.59,0.0
20161102:1309,352.01,22.33,18.31,3.16,0.0
20161102:1409,179.01,12.77,18.09,3.72,0.0
20161102:1509,0.0,0.0,17.87,4.29,0.0
20161102:1609,0.0,0.0,17.21,4.59,0.0
20161102:1709,0.0,0.0,16.56,4.9,0.0
20161102:1809,0.0,0.0,15.9,5.2,0.0
20161102:1909,0.0,0.0,15.6,5.24,0.0
20161102:2009,0.0,0.0,15.29,5.28,0.0
20161102:2109,0.0,0.0,14.99,5.32,0.0
20161102:2209,0.0,0.0,15.07,5.3,0.0
20161102:2309,0.0,0.0,15.15,5.27,0.0
20161103:0009,0.0,0.0,15.23,5.24,0.0
20161103:0109,0.0,0.0,15.07,5.07,0.0
20161103:0209,0.0,0.0,14.9,4.89,0.0
20161103:0309,0.0,0.0,14.74,4.72,0.0
20161103:0409,0.0,0.0,15.04,4.79,0.0
20161103:0509,0.0,0.0,15.34,4.86,0.0
20161103:0609,170.01,13.06,15.64,4.94,0.0
20161103:0709,341.01,22.52,17.13,5.09,0.0
20161103:0809,479.01,30.2,18.61,5.24,0.0
20161103:0909,570.01,35.3,20.09,5.39,0.0
20161103:1009,598.01,37.05,20.48,5.61,0.0
20161103:1109,572.01,35.12,20.88,5.83,0.0
20161103:1209,481.01,29.87,21.27,6.06,0.0
20161103:1309,346.01,22.08,20.96,5.83,0.0
20161103:1409,174.01,12.55,20.64,5.6,0.0
20161103:1509,0.0,0.0,20.32,5.37,0.0
20161103:1609,0.0,0.0,19.41,5.26,0.0
20161103:1709,0.0,0.0,18.5,5.14,0.0
20161103:1809,0.0,0.0,17.59,5.03,0.0
20161103:1909,0.0,0.0,17.18,4.92,0.0
20161103:2009,0.0,0.0,16.76,4.8,0.0
20161103:2109,0.0,0.0,16.35,4.69,0.0
20161103:2209,0.0,0.0,16.29,4.54,0.0
20161103:2309,0.0,0.0,16.24,4.4,0.0
20161104:0009,0.0,0.0,16.18,4.25,0.0
20161104:0109,0.0,0.0,16.25,4.34,0.0
20161104:0209,0.0,0.0,16.31,4.42,0.0
20161104:0309,0.0,0.0,16.38,4.51,0.0
20161104:0409,0.0,0.0,16.43,4.27,0.0
20161104:0509,0.0,0.0,16.47,4.03,0.0
20161104:0609,122.0,12.83,16.51,3.79,0.0
20161104:0709,247.0,22.26,17.57,3.37,0.0
20161104:0809,351.0,29.92,18.62,2.96,0.0
20161104:0909,448.01,35.0,19.68,2.54,0.0
20161104:1009,504.01,36.74,19.86,1.76,0.0
20161104:1109,564.01,34.82,20.05,0.97,0.0
20161104:1209,481.01,29.6,20.23,0.19,0.0
20161104:1309,343.01,21.84,19.99,0.3,0.0
20161104:1409,170.01,12.34,19.75,0.41,0.0
20161104:1509,0.0,0.0,19.5,0.52,0.0
20161104:1609,0.0,0.0,19.08,0.64,0.0
20161104:1709,0.0,0.0,18.66,0.75,0.0
20161104:1809,0.0,0.0,18.24,0.87,0.0
20161104:1909,0.0,0.0,17.73,0.79,0.0
20161104:2009,0.0,0.0,17.22,0.71,0.0
20161104:2109,0.0,0.0,16.72,0.63,0.0
20161104:2209,0.0,0.0,16.09,0.99,0.0
20161104:2309,0.0,0.0,15.46,1.34,0.0
20161105:0009,0.0,0.0,14.83,1.7,0.0
20161105:0109,0.0,0.0,14.84,1.79,0.0
20161105:0209,0.0,0.0,14.85,1.88,0.0
20161105:0309,0.0,0.0,14.86,1.97,0.0
20161105:0409,0.0,0.0,14.81,1.89,0.0
20161105:0509,0.0,0.0,14.75,1.8,0.0
20161105:0609,150.0,12.6,14.69,1.71,0.0
20161105:0709,322.01,22.01,16.0,1.42,0.0
