time,G(i),H_sun,T2m,WS10m,Int
20130702:1209,856.25,63.74,26.67,2.29,1.0
20130702:1309,751.2,52.58,26.41,2.75,1.0
20130702:1409,564.1,40.83,26.15,3.22,1.0
20130702:1509,399.25,29.03,25.88,3.68,1.0
20130702:1609,222.35,17.47,25.5,3.5,1.0
20130702:1709,64.7,6.37,25.12,3.32,1.0
20130702:1809,0.0,0.0,24.74,3.14,0.0
20130702:1909,0.0,0.0,24.29,2.7,0.0
20130702:2009,0.0,0.0,23.84,2.26,0.0
20130702:2109,0.0,0.0,23.39,1.82,0.0
20130702:2209,0.0,0.0,23.28,1.89,0.0
20130702:2309,0.0,0.0,23.17,1.97,0.0
20130703:0009,0.0,0.0,23.06,2.04,0.0
20130703:0109,0.0,0.0,22.53,2.29,0.0
20130703:0209,0.0,0.0,22.0,2.55,0.0
20130703:0309,0.0,0.0,21.47,2.8,0.0
20130703:0409,95.4,10.36,22.34,3.6,1.0
20130703:0509,275.25,21.67,23.2,4.41,1.0
20130703:0609,473.95,33.35,24.06,5.21,1.0
20130703:0709,645.45,45.16,24.71,5.5,1.0
20130703:0809,783.45,56.78,25.35,5.79,1.0
20130703:0909,876.0,67.42,26.0,6.08,1.0
20130703:1009,906.65,74.49,26.27,5.56,1.0
20130703:1109,853.7,72.64,26.55,5.04,1.0
20130703:1209,803.35,63.72,26.82,4.52,1.0
20130703:1309,697.1,52.57,26.62,4.82,1.0
20130703:1409,525.95,40.83,26.42,5.12,1.0
20130703:1509,382.9,29.03,26.22,5.42,1.0
20130703:1609,223.6,17.46,25.91,5.08,1.0
20130703:1709,64.6,6.35,25.59,4.73,1.0
20130703:1809,0.0,0.0,25.27,4.39,0.0
20130703:1909,0.0,0.0,24.85,3.84,0.0
20130703:2009,0.0,0.0,24.44,3.29,0.0
20130703:2109,0.0,0.0,24.02,2.74,0.0
20130703:2209,0.0,0.0,23.88,2.55,0.0
20130703:2309,0.0,0.0,23.73,2.36,0.0
20130704:0009,0.0,0.0,23.59,2.17,0.0
20130704:0109,0.0,0.0,23.05,2.33,0.0
20130704:0209,0.0,0.0,22.52,2.49,0.0
20130704:0309,0.0,0.0,21.98,2.65,0.0
20130704:0409,94.55,10.28,22.91,3.38,1.0
20130704:0509,271.05,21.59,23.84,4.11,1.0
20130704:0609,471.15,33.27,24.77,4.84,1.0
20130704:0709,644.65,45.09,25.38,4.98,1.0
20130704:0809,772.35,56.7,25.98,5.12,1.0
20130704:0909,873.05,67.33,26.59,5.26,1.0
20130704:1009,903.55,74.4,26.86,4.66,1.0
20130704:1109,882.3,72.59,27.14,4.06,1.0
20130704:1209,815.35,63.7,27.41,3.46,1.0
20130704:1309,699.95,52.56,27.11,4.39,1.0
20130704:1409,549.8,40.82,26.8,5.31,1.0
20130704:1509,389.7,29.02,26.49,6.23,1.0
20130704:1609,228.95,17.45,26.19,5.89,1.0
20130704:1709,65.85,6.33,25.89,5.54,1.0
20130704:1809,0.0,0.0,25.59,5.2,0.0
20130704:1909,0.0,0.0,25.2,4.47,0.0
20130704:2009,0.0,0.0,24.82,3.75,0.0
20130704:2109,0.0,0.0,24.43,3.02,0.0
20130704:2209,0.0,0.0,24.38,2.78,0.0
20130704:2309,0.0,0.0,24.32,2.53,0.0
20130705:0009,0.0,0.0,24.27,2.29,0.0
20130705:0109,0.0,0.0,23.73,2.4,0.0
20130705:0209,0.0,0.0,23.19,2.52,0.0
20130705:0309,0.0,0.0,22.64,2.63,0.0
20130705:0409,94.2,10.19,23.68,3.17,1.0
20130705:0509,271.2,21.5,24.71,3.71,1.0
20130705:0609,470.05,33.19,25.74,4.25,1.0
20130705:0709,638.95,45.0,26.16,4.94,1.0
20130705:0809,767.5,56.61,26.59,5.64,1.0
20130705:0909,876.95,67.24,27.01,6.33,1.0
20130705:1009,923.05,74.3,27.06,6.19,1.0
20130705:1109,891.95,72.53,27.1,6.06,1.0
20130705:1209,847.8,63.67,27.15,5.92,1.0
20130705:1309,733.35,52.54,26.71,5.75,1.0
20130705:1409,579.15,40.81,26.27,5.58,1.0
20130705:1509,408.05,29.01,25.83,5.41,1.0
20130705:1609,239.0,17.43,25.78,4.57,1.0
20130705:1709,67.25,6.31,25.73,3.74,1.0
20130705:1809,0.0,0.0,25.67,2.91,0.0
20130705:1909,0.0,0.0,25.53,2.74,0.0
20130705:2009,0.0,0.0,25.39,2.57,0.0
20130705:2109,0.0,0.0,25.25,2.4,0.0
20130705:2209,0.0,0.0,24.82,2.5,0.0
20130705:2309,0.0,0.0,24.38,2.59,0.0
20130706:0009,0.0,0.0,23.95,2.69,0.0
20130706:0109,0.0,0.0,23.78,3.06,0.0
20130706:0209,0.0,0.0,23.62,3.43,0.0
20130706:0309,0.0,0.0,23.45,3.79,0.0
20130706:0409,96.65,10.1,23.64,4.24,1.0
20130706:0509,278.4,21.42,23.83,4.69,1.0
20130706:0609,482.2,33.1,24.01,5.14,1.0
20130706:0709,655.5,44.92,23.94,5.84,1.0
20130706:0809,797.4,56.53,23.86,6.54,1.0
20130706:0909,913.75,67.14,23.79,7.24,1.0
20130706:1009,954.55,74.2,24.39,7.17,1.0
20130706:1109,951.65,72.46,24.99,7.09,1.0
20130706:1209,896.25,63.64,25.59,7.02,1.0
20130706:1309,785.05,52.53,25.79,7.01,1.0
20130706:1409,623.9,40.79,25.99,7.0,1.0
20130706:1509,425.05,28.99,26.18,6.99,1.0
20130706:1609,237.4,17.41,26.14,6.38,1.0
20130706:1709,65.8,6.28,26.1,5.77,1.0
20130706:1809,0.0,0.0,26.06,5.16,0.0
20130706:1909,0.0,0.0,25.97,5.28,0.0
20130706:2009,0.0,0.0,25.87,5.4,0.0
20130706:2109,0.0,0.0,25.78,5.52,0.0
20130706:2209,0.0,0.0,25.55,5.78,0.0
20130706:2309,0.0,0.0,25.33,6.05,0.0
20130707:0009,0.0,0.0,25.1,6.32,0.0
20130707:0109,0.0,0.0,24.71,6.48,0.0
20130707:0209,0.0,0.0,24.32,6.65,0.0
20130707:0309,0.0,0.0,23.93,6.81,0.0
20130707:0409,96.65,10.01,24.45,7.49,1.0
20130707:0509,270.7,21.33,24.97,8.17,1.0
20130707:0609,470.4,33.02,25.49,8.84,1.0
20130707:0709,633.1,44.83,25.85,8.96,1.0
20130707:0809,779.6,56.44,26.21,9.07,1.0
20130707:0909,899.8,67.04,26.57,9.19,1.0
20130707:1009,938.15,74.09,26.87,8.69,1.0
20130707:1109,945.6,72.39,27.16,8.2,1.0
20130707:1209,873.05,63.6,27.46,7.71,1.0
20130707:1309,764.35,52.5,27.1,7.57,1.0
20130707:1409,600.65,40.77,26.73,7.43,1.0
20130707:1509,419.65,28.97,26.36,7.3,1.0
20130707:1609,239.05,17.38,26.35,6.68,1.0
20130707:1709,62.8,6.25,26.34,6.06,1.0
20130707:1809,0.0,0.0,26.33,5.45,0.0
20130707:1909,0.0,0.0,26.13,5.44,0.0
20130707:2009,0.0,0.0,25.92,5.44,0.0
20130707:2109,0.0,0.0,25.72,5.43,0.0
20130707:2209,0.0,0.0,25.52,5.52,0.0
20130707:2309,0.0,0.0,25.31,5.61,0.0
20130708:0009,0.0,0.0,25.11,5.7,0.0
20130708:0109,0.0,0.0,24.8,5.83,0.0
20130708:0209,0.0,0.0,24.49,5.95,0.0
20130708:0309,0.0,0.0,24.18,6.08,0.0
20130708:0409,94.45,9.91,24.88,6.33,1.0
20130708:0509,263.05,21.24,25.57,6.57,1.0
20130708:0609,456.35,32.93,26.26,6.81,1.0
20130708:0709,622.9,44.75,26.63,6.85,1.0
20130708:0809,769.85,56.34,27.0,6.89,1.0
20130708:0909,901.1,66.94,27.37,6.92,1.0
20130708:1009,921.3,73.97,27.64,6.84,1.0
20130708:1109,932.7,72.31,27.92,6.76,1.0
20130708:1209,855.55,63.55,28.19,6.68,1.0
20130708:1309,742.25,52.47,28.03,6.5,1.0
20130708:1409,592.35,40.75,27.87,6.33,1.0
20130708:1509,421.2,28.94,27.71,6.15,1.0
20130708:1609,241.65,17.35,27.48,5.44,1.0
20130708:1709,62.8,6.21,27.24,4.73,1.0
20130708:1809,0.0,0.0,27.0,4.01,0.0
20130708:1909,0.0,0.0,26.8,4.1,0.0
20130708:2009,0.0,0.0,26.6,4.18,0.0
20130708:2109,0.0,0.0,26.4,4.26,0.0
20130708:2209,0.0,0.0,26.23,4.67,0.0
20130708:2309,0.0,0.0,26.07,5.07,0.0
20130709:0009,0.0,0.0,25.9,5.48,0.0
20130709:0109,0.0,0.0,25.39,5.59,0.0
20130709:0209,0.0,0.0,24.89,5.71,0.0
20130709:0309,0.0,0.0,24.38,5.82,0.0
20130709:0409,94.55,9.82,25.11,6.32,1.0
20130709:0509,264.6,21.14,25.84,6.81,1.0
20130709:0609,457.3,32.84,26.56,7.31,1.0
20130709:0709,624.35,44.65,26.97,7.46,1.0
20130709:0809,763.35,56.25,27.38,7.6,1.0
20130709:0909,883.05,66.83,27.79,7.75,1.0
20130709:1009,975.0,73.85,28.02,7.33,0.0
20130709:1109,970.0,72.22,28.24,6.91,0.0
20130709:1209,907.0,63.5,28.47,6.48,0.0
20130709:1309,782.0,52.44,28.19,6.17,0.0
20130709:1409,621.0,40.72,27.91,5.85,0.0
20130709:1509,430.0,28.91,27.63,5.53,0.0
20130709:1609,236.0,17.31,27.43,5.13,0.0
20130709:1709,60.0,6.16,27.23,4.73,0.0
20130709:1809,0.0,0.0,27.03,4.33,0.0
20130709:1909,0.0,0.0,26.82,4.37,0.0
20130709:2009,0.0,0.0,26.6,4.4,0.0
20130709:2109,0.0,0.0,26.39,4.44,0.0
20130709:2209,0.0,0.0,26.11,4.86,0.0
20130709:2309,0.0,0.0,25.84,5.27,0.0
20130710:0009,0.0,0.0,25.56,5.68,0.0
20130710:0109,0.0,0.0,25.03,5.47,0.0
20130710:0209,0.0,0.0,24.5,5.25,0.0
20130710:0309,0.0,0.0,23.97,5.03,0.0
20130710:0409,103.0,9.72,24.57,5.22,0.0
20130710:0509,290.0,21.05,25.16,5.41,0.0
20130710:0609,488.0,32.75,25.75,5.6,0.0
20130710:0709,670.0,44.56,26.04,5.88,0.0
20130710:0809,822.0,56.15,26.33,6.16,0.0
20130710:0909,920.0,66.72,26.62,6.44,0.0
20130710:1009,931.0,73.72,27.04,6.34,0.0
20130710:1109,917.0,72.12,27.47,6.24,0.0
20130710:1209,617.0,63.45,27.89,6.14,0.0
20130710:1309,582.0,52.4,27.67,5.9,0.0
20130710:1409,522.0,40.68,27.44,5.66,0.0
20130710:1509,415.0,28.87,27.21,5.42,0.0
20130710:1609,245.0,17.27,26.92,4.6,0.0
20130710:1709,59.0,6.11,26.63,3.78,0.0
20130710:1809,0.0,0.0,26.33,2.97,0.0
20130710:1909,0.0,0.0,26.08,2.81,0.0
20130710:2009,0.0,0.0,25.83,2.65,0.0
20130710:2109,0.0,0.0,25.58,2.5,0.0
20130710:2209,0.0,0.0,25.26,2.51,0.0
20130710:2309,0.0,0.0,24.94,2.51,0.0
20130711:0009,0.0,0.0,24.62,2.52,0.0
20130711:0109,0.0,0.0,24.22,2.51,0.0
20130711:0209,0.0,0.0,23.82,2.51,0.0
20130711:0309,0.0,0.0,23.42,2.5,0.0
20130711:0409,108.0,9.61,24.28,2.79,0.0
20130711:0509,295.0,20.95,25.13,3.08,0.0
20130711:0609,492.0,32.65,25.98,3.37,0.0
20130711:0709,672.0,44.47,26.47,3.09,0.0
20130711:0809,821.0,56.05,26.95,2.81,0.0
20130711:0909,854.0,66.6,27.44,2.54,0.0
20130711:1009,846.0,73.59,27.72,2.26,0.0
20130711:1109,816.0,72.02,28.01,1.98,0.0
20130711:1209,882.0,63.39,28.29,1.7,0.0
20130711:1309,773.0,52.35,28.13,2.77,0.0
20130711:1409,623.0,40.64,27.96,3.85,0.0
20130711:1509,431.0,28.83,27.79,4.92,0.0
20130711:1609,233.0,17.22,27.37,4.35,0.0
20130711:1709,60.0,6.06,26.94,3.78,0.0
20130711:1809,0.0,0.0,26.51,3.21,0.0
20130711:1909,0.0,0.0,26.08,2.78,0.0
20130711:2009,0.0,0.0,25.64,2.34,0.0
20130711:2109,0.0,0.0,25.21,1.9,0.0
20130711:2209,0.0,0.0,25.03,1.87,0.0
20130711:2309,0.0,0.0,24.84,1.84,0.0
20130712:0009,0.0,0.0,24.66,1.81,0.0
20130712:0109,0.0,0.0,24.37,2.06,0.0
20130712:0209,0.0,0.0,24.08,2.3,0.0
20130712:0309,0.0,0.0,23.79,2.55,0.0
20130712:0409,95.0,9.51,24.49,2.47,0.0
20130712:0509,284.0,20.85,25.18,2.4,0.0
20130712:0609,479.0,32.55,25.87,2.32,0.0
20130712:0709,664.0,44.37,26.53,1.79,0.0
20130712:0809,820.0,55.94,27.18,1.26,0.0
20130712:0909,923.0,66.48,27.84,0.73,0.0
20130712:1009,978.0,73.45,28.17,1.14,0.0
20130712:1109,963.0,71.92,28.5,1.54,0.0
20130712:1209,896.0,63.32,28.83,1.94,0.0
20130712:1309,777.0,52.3,28.53,2.46,0.0
20130712:1409,616.0,40.6,28.22,2.97,0.0
20130712:1509,426.0,28.79,27.91,3.48,0.0
20130712:1609,229.0,17.17,27.57,2.84,0.0
20130712:1709,58.0,6.0,27.23,2.2,0.0
20130712:1809,0.0,0.0,26.89,1.56,0.0
20130712:1909,0.0,0.0,26.58,1.6,0.0
20130712:2009,0.0,0.0,26.27,1.63,0.0
20130712:2109,0.0,0.0,25.96,1.67,0.0
20130712:2209,0.0,0.0,25.68,1.81,0.0
20130712:2309,0.0,0.0,25.4,1.95,0.0
20130713:0009,0.0,0.0,25.12,2.1,0.0
20130713:0109,0.0,0.0,24.72,2.28,0.0
20130713:0209,0.0,0.0,24.32,2.46,0.0
20130713:0309,0.0,0.0,23.91,2.63,0.0
20130713:0409,103.0,9.4,24.66,3.27,0.0
20130713:0509,292.0,20.75,25.4,3.9,0.0
20130713:0609,488.0,32.45,26.14,4.54,0.0
20130713:0709,669.0,44.27,26.62,4.54,0.0
20130713:0809,787.0,55.84,27.09,4.55,0.0
20130713:0909,741.0,66.36,27.57,4.55,0.0
20130713:1009,547.0,73.31,27.7,4.27,0.0
20130713:1109,437.0,71.8,27.83,3.99,0.0
20130713:1209,339.0,63.25,27.96,3.71,0.0
20130713:1309,593.0,52.25,27.83,3.78,0.0
20130713:1409,615.0,40.55,27.7,3.85,0.0
20130713:1509,430.0,28.74,27.56,3.92,0.0
20130713:1609,234.0,17.12,27.36,3.61,0.0
20130713:1709,59.0,5.93,27.16,3.31,0.0
20130713:1809,0.0,0.0,26.95,3.01,0.0
20130713:1909,0.0,0.0,26.62,2.63,0.0
20130713:2009,0.0,0.0,26.29,2.26,0.0
20130713:2109,0.0,0.0,25.96,1.89,0.0
20130713:2209,0.0,0.0,25.78,1.94,0.0
20130713:2309,0.0,0.0,25.59,2.0,0.0
20130714:0009,0.0,0.0,25.41,2.06,0.0
20130714:0109,0.0,0.0,25.04,2.22,0.0
20130714:0209,0.0,0.0,24.68,2.39,0.0
20130714:0309,0.0,0.0,24.31,2.55,0.0
20130714:0409,92.0,9.29,25.18,3.0,0.0
20130714:0509,284.0,20.64,26.05,3.45,0.0
20130714:0609,482.0,32.35,26.91,3.9,0.0
20130714:0709,668.0,44.17,27.31,4.09,0.0
20130714:0809,817.0,55.73,27.72,4.27,0.0
20130714:0909,917.0,66.23,28.12,4.46,0.0
20130714:1009,812.0,73.16,28.32,4.13,0.0
20130714:1109,867.0,71.68,28.51,3.81,0.0
20130714:1209,856.0,63.17,28.71,3.49,0.0
20130714:1309,741.0,52.19,28.46,4.38,0.0
20130714:1409,611.0,40.49,28.21,5.26,0.0
20130714:1509,424.0,28.68,27.95,6.15,0.0
20130714:1609,227.0,17.05,27.66,5.68,0.0
20130714:1709,58.0,5.86,27.36,5.2,0.0
20130714:1809,0.0,0.0,27.06,4.73,0.0
20130714:1909,0.0,0.0,26.76,4.1,0.0
20130714:2009,0.0,0.0,26.46,3.47,0.0
20130714:2109,0.0,0.0,26.16,2.84,0.0
20130714:2209,0.0,0.0,25.94,2.69,0.0
20130714:2309,0.0,0.0,25.73,2.54,0.0
20130715:0009,0.0,0.0,25.51,2.39,0.0
20130715:0109,0.0,0.0,25.13,2.64,0.0
20130715:0209,0.0,0.0,24.75,2.9,0.0
20130715:0309,0.0,0.0,24.37,3.16,0.0
20130715:0409,91.0,9.17,25.11,3.88,0.0
20130715:0509,277.0,20.53,25.85,4.6,0.0
20130715:0609,475.0,32.25,26.59,5.32,0.0
20130715:0709,659.0,44.06,26.99,5.39,0.0
20130715:0809,812.0,55.62,27.38,5.45,0.0
20130715:0909,885.0,66.1,27.78,5.52,0.0
20130715:1009,944.0,73.01,27.93,5.08,0.0
20130715:1109,951.0,71.55,28.09,4.64,0.0
20130715:1209,875.0,63.08,28.24,4.21,0.0
20130715:1309,779.0,52.12,28.01,4.78,0.0
20130715:1409,614.0,40.43,27.78,5.35,0.0
20130715:1509,421.0,28.62,27.54,5.92,0.0
20130715:1609,226.0,16.99,27.31,5.45,0.0
20130715:1709,57.0,5.79,27.07,4.98,0.0
20130715:1809,0.0,0.0,26.83,4.51,0.0
20130715:1909,0.0,0.0,26.54,3.79,0.0
20130715:2009,0.0,0.0,26.24,3.08,0.0
20130715:2109,0.0,0.0,25.95,2.36,0.0
20130715:2209,0.0,0.0,25.72,2.22,0.0
20130715:2309,0.0,0.0,25.48,2.07,0.0
20130716:0009,0.0,0.0,25.25,1.93,0.0
20130716:0109,0.0,0.0,24.81,2.15,0.0
20130716:0209,0.0,0.0,24.37,2.36,0.0
20130716:0309,0.0,0.0,23.93,2.58,0.0
20130716:0409,90.0,9.06,24.61,3.2,0.0
20130716:0509,276.0,20.43,25.29,3.81,0.0
20130716:0609,478.0,32.14,25.97,4.43,0.0
20130716:0709,658.0,43.96,26.37,4.87,0.0
20130716:0809,797.0,55.5,26.76,5.32,0.0
20130716:0909,718.0,65.97,27.16,5.77,0.0
20130716:1009,625.0,72.85,27.16,5.67,0.0
20130716:1109,316.0,71.42,27.17,5.57,0.0
20130716:1209,401.0,62.99,27.17,5.48,0.0
20130716:1309,520.0,52.05,26.98,5.67,0.0
20130716:1409,606.0,40.37,26.78,5.86,0.0
20130716:1509,434.0,28.55,26.58,6.06,0.0
20130716:1609,229.0,16.92,26.39,5.75,0.0
20130716:1709,51.72,5.71,26.2,5.44,0.0
20130716:1809,0.0,0.0,26.01,5.13,0.0
20130716:1909,0.0,0.0,25.79,4.88,0.0
20130716:2009,0.0,0.0,25.58,4.63,0.0
20130716:2109,0.0,0.0,25.36,4.37,0.0
20130716:2209,0.0,0.0,25.2,4.6,0.0
20130716:2309,0.0,0.0,25.04,4.83,0.0
20130717:0009,0.0,0.0,24.88,5.06,0.0
20130717:0109,0.0,0.0,24.28,5.07,0.0
20130717:0209,0.0,0.0,23.69,5.08,0.0
20130717:0309,0.0,0.0,23.09,5.09,0.0
20130717:0409,12.0,8.94,23.15,5.76,0.0
20130717:0509,45.0,20.32,23.21,6.42,0.0
20130717:0609,143.0,32.04,23.27,7.09,0.0
20130717:0709,265.0,43.85,23.03,7.43,0.0
20130717:0809,582.0,55.39,22.79,7.78,0.0
20130717:0909,492.0,65.83,22.55,8.12,0.0
20130717:1009,916.0,72.68,22.97,8.08,0.0
20130717:1109,934.0,71.28,23.38,8.03,0.0
20130717:1209,878.0,62.89,23.8,7.99,0.0
20130717:1309,765.0,51.97,23.95,7.82,0.0
20130717:1409,605.0,40.3,24.1,7.65,0.0
20130717:1509,422.0,28.48,24.24,7.48,0.0
20130717:1609,227.0,16.84,24.3,6.93,0.0
20130717:1709,48.75,5.62,24.35,6.38,0.0
20130717:1809,0.0,0.0,24.4,5.83,0.0
20130717:1909,0.0,0.0,24.33,5.54,0.0
20130717:2009,0.0,0.0,24.26,5.24,0.0
20130717:2109,0.0,0.0,24.19,4.94,0.0
20130717:2209,0.0,0.0,24.08,5.24,0.0
20130717:2309,0.0,0.0,23.97,5.54,0.0
20130718:0009,0.0,0.0,23.86,5.85,0.0
20130718:0109,0.0,0.0,23.53,6.01,0.0
20130718:0209,0.0,0.0,23.2,6.17,0.0
20130718:0309,0.0,0.0,22.86,6.33,0.0
20130718:0409,100.0,8.82,23.31,6.85,0.0
20130718:0509,291.0,20.2,23.76,7.37,0.0
20130718:0609,491.0,31.93,24.2,7.89,0.0
20130718:0709,655.0,43.74,24.55,7.99,0.0
20130718:0809,808.0,55.27,24.9,8.08,0.0
20130718:0909,922.0,65.69,25.25,8.18,0.0
20130718:1009,957.0,72.51,25.58,8.11,0.0
20130718:1109,954.0,71.13,25.9,8.04,0.0
20130718:1209,887.0,62.79,26.23,7.97,0.0
20130718:1309,772.0,51.89,25.97,7.82,0.0
20130718:1409,608.0,40.22,25.7,7.67,0.0
20130718:1509,420.0,28.41,25.43,7.52,0.0
20130718:1609,226.0,16.76,25.28,6.78,0.0
20130718:1709,47.72,5.53,25.12,6.04,0.0
20130718:1809,0.0,0.0,24.96,5.3,0.0
20130718:1909,0.0,0.0,24.78,5.08,0.0
20130718:2009,0.0,0.0,24.6,4.86,0.0
20130718:2109,0.0,0.0,24.42,4.63,0.0
20130718:2209,0.0,0.0,24.21,4.86,0.0
20130718:2309,0.0,0.0,24.01,5.09,0.0
20130719:0009,0.0,0.0,23.8,5.32,0.0
20130719:0109,0.0,0.0,23.44,5.31,0.0
20130719:0209,0.0,0.0,23.08,5.31,0.0
20130719:0309,0.0,0.0,22.72,5.3,0.0
20130719:0409,99.0,8.7,23.36,5.79,0.0
20130719:0509,290.0,20.09,24.0,6.28,0.0
20130719:0609,484.0,31.82,24.63,6.77,0.0
20130719:0709,664.0,43.63,24.98,7.24,0.0
20130719:0809,820.0,55.15,25.33,7.7,0.0
20130719:0909,926.0,65.54,25.68,8.17,0.0
20130719:1009,993.01,72.33,25.99,7.86,0.0
20130719:1109,989.01,70.98,26.31,7.56,0.0
20130719:1209,915.0,62.68,26.62,7.26,0.0
20130719:1309,780.0,51.8,26.44,6.94,0.0
20130719:1409,607.0,40.14,26.26,6.62,0.0
20130719:1509,419.0,28.33,26.08,6.3,0.0
20130719:1609,225.0,16.67,25.93,5.37,0.0
20130719:1709,46.89,5.43,25.78,4.44,0.0
20130719:1809,0.0,0.0,25.63,3.5,0.0
20130719:1909,0.0,0.0,25.34,3.3,0.0
20130719:2009,0.0,0.0,25.04,3.1,0.0
20130719:2109,0.0,0.0,24.75,2.9,0.0
20130719:2209,0.0,0.0,24.57,2.89,0.0
20130719:2309,0.0,0.0,24.38,2.88,0.0
20130720:0009,0.0,0.0,24.2,2.87,0.0
20130720:0109,0.0,0.0,23.75,2.8,0.0
20130720:0209,0.0,0.0,23.31,2.73,0.0
20130720:0309,0.0,0.0,22.86,2.66,0.0
20130720:0409,95.0,8.58,23.77,3.16,0.0
20130720:0509,285.0,19.97,24.68,3.66,0.0
20130720:0609,482.0,31.71,25.59,4.15,0.0
20130720:0709,663.0,43.51,26.19,4.83,0.0
20130720:0809,810.0,55.02,26.78,5.5,0.0
20130720:0909,910.0,65.4,27.38,6.18,0.0
20130720:1009,913.0,72.15,27.67,6.27,0.0
20130720:1109,795.0,70.82,27.95,6.36,0.0
20130720:1209,681.0,62.56,28.24,6.46,0.0
20130720:1309,716.0,51.71,27.86,6.27,0.0
20130720:1409,605.0,40.06,27.47,6.08,0.0
20130720:1509,416.0,28.24,27.08,5.89,0.0
20130720:1609,223.0,16.58,26.84,4.84,0.0
20130720:1709,45.31,5.33,26.6,3.78,0.0
20130720:1809,0.0,0.0,26.36,2.73,0.0
20130720:1909,0.0,0.0,26.06,2.72,0.0
20130720:2009,0.0,0.0,25.76,2.71,0.0
20130720:2109,0.0,0.0,25.46,2.7,0.0
20130720:2209,0.0,0.0,25.23,2.95,0.0
20130720:2309,0.0,0.0,25.0,3.19,0.0
20130721:0009,0.0,0.0,24.77,3.43,0.0
20130721:0109,0.0,0.0,24.45,3.3,0.0
20130721:0209,0.0,0.0,24.13,3.16,0.0
20130721:0309,0.0,0.0,23.81,3.02,0.0
20130721:0409,84.0,8.45,24.72,3.42,0.0
20130721:0509,273.0,19.85,25.62,3.81,0.0
20130721:0609,470.0,31.59,26.52,4.21,0.0
20130721:0709,654.0,43.4,27.21,4.36,0.0
20130721:0809,804.0,54.9,27.9,4.52,0.0
20130721:0909,914.0,65.24,28.59,4.68,0.0
20130721:1009,960.0,71.96,28.66,4.98,0.0
20130721:1109,930.0,70.65,28.74,5.28,0.0
20130721:1209,845.0,62.44,28.81,5.59,0.0
20130721:1309,715.0,51.61,28.57,5.51,0.0
20130721:1409,541.0,39.97,28.33,5.43,0.0
20130721:1509,414.0,28.15,28.08,5.35,0.0
20130721:1609,218.0,16.48,27.79,5.04,0.0
20130721:1709,44.36,5.22,27.5,4.73,0.0
20130721:1809,0.0,0.0,27.21,4.41,0.0
20130721:1909,0.0,0.0,26.9,4.33,0.0
20130721:2009,0.0,0.0,26.58,4.24,0.0
20130721:2109,0.0,0.0,26.27,4.15,0.0
20130721:2209,0.0,0.0,25.98,4.51,0.0
20130721:2309,0.0,0.0,25.69,4.87,0.0
20130722:0009,0.0,0.0,25.4,5.23,0.0
20130722:0109,0.0,0.0,24.88,5.35,0.0
20130722:0209,0.0,0.0,24.36,5.48,0.0
20130722:0309,0.0,0.0,23.84,5.6,0.0
20130722:0409,60.0,8.32,24.18,6.0,0.0
20130722:0509,245.0,19.74,24.52,6.39,0.0
20130722:0609,442.0,31.48,24.86,6.79,0.0
20130722:0709,430.0,43.28,24.84,6.94,0.0
20130722:0809,257.0,54.77,24.82,7.09,0.0
20130722:0909,773.0,65.09,24.8,7.24,0.0
20130722:1009,837.0,71.77,24.76,7.5,0.0
20130722:1109,877.0,70.47,24.73,7.76,0.0
20130722:1209,898.0,62.31,24.69,8.01,0.0
20130722:1309,768.0,51.5,24.81,7.72,0.0
20130722:1409,606.0,39.87,24.93,7.43,0.0
20130722:1509,415.0,28.05,25.04,7.13,0.0
20130722:1609,218.0,16.38,24.94,6.61,0.0
20130722:1709,42.67,5.11,24.84,6.08,0.0
20130722:1809,0.0,0.0,24.74,5.56,0.0
20130722:1909,0.0,0.0,24.59,5.09,0.0
20130722:2009,0.0,0.0,24.44,4.63,0.0
20130722:2109,0.0,0.0,24.29,4.17,0.0
20130722:2209,0.0,0.0,24.13,4.22,0.0
20130722:2309,0.0,0.0,23.96,4.28,0.0
20130723:0009,0.0,0.0,23.8,4.33,0.0
20130723:0109,0.0,0.0,23.35,4.07,0.0
20130723:0209,0.0,0.0,22.9,3.82,0.0
20130723:0309,0.0,0.0,22.44,3.56,0.0
20130723:0409,82.0,8.19,23.21,4.13,0.0
20130723:0509,276.0,19.61,23.98,4.71,0.0
20130723:0609,471.0,31.36,24.74,5.28,0.0
20130723:0709,647.0,43.16,25.29,5.86,0.0
20130723:0809,797.0,54.64,25.84,6.43,0.0
20130723:0909,897.0,64.93,26.39,7.01,0.0
20130723:1009,952.0,71.58,26.74,6.95,0.0
20130723:1109,954.0,70.29,27.08,6.9,0.0
20130723:1209,887.0,62.17,27.43,6.84,0.0
20130723:1309,763.0,51.39,27.27,6.58,0.0
20130723:1409,595.0,39.77,27.11,6.33,0.0
20130723:1509,414.0,27.95,26.94,6.07,0.0
20130723:1609,218.0,16.27,26.69,5.16,0.0
20130723:1709,40.35,4.99,26.44,4.25,0.0
20130723:1809,0.0,0.0,26.19,3.34,0.0
20130723:1909,0.0,0.0,26.08,3.14,0.0
20130723:2009,0.0,0.0,25.96,2.95,0.0
20130723:2109,0.0,0.0,25.85,2.76,0.0
20130723:2209,0.0,0.0,25.4,2.91,0.0
20130723:2309,0.0,0.0,24.96,3.06,0.0
20130724:0009,0.0,0.0,24.51,3.21,0.0
