time,G(i),H_sun,T2m,WS10m,Int
20130309:2209,0.0,0.0,12.13,3.17,0.0
20130309:2309,0.0,0.0,12.14,3.16,0.0
20130310:0009,0.0,0.0,12.16,3.14,0.0
20130310:0109,0.0,0.0,11.71,3.15,0.0
20130310:0209,0.0,0.0,11.26,3.16,0.0
20130310:0309,0.0,0.0,10.81,3.17,0.0
20130310:0409,0.0,0.0,10.94,3.33,0.0
20130310:0509,22.0,4.13,11.07,3.49,0.0
20130310:0609,64.0,15.63,11.19,3.66,0.0
20130310:0709,263.0,26.46,12.54,3.86,0.0
20130310:0809,401.0,36.03,13.89,4.07,0.0
20130310:0909,468.0,43.46,15.24,4.28,0.0
20130310:1009,680.01,47.53,15.94,3.98,0.0
20130310:1109,622.01,47.23,16.64,3.68,0.0
20130310:1209,87.0,42.65,17.34,3.38,0.0
20130310:1309,362.0,34.87,17.51,3.67,0.0
20130310:1409,398.01,25.09,17.68,3.96,0.0
20130310:1509,195.0,14.15,17.85,4.25,0.0
20130310:1609,11.68,2.6,16.9,3.94,0.0
20130310:1709,0.0,0.0,15.95,3.63,0.0
20130310:1809,0.0,0.0,15.0,3.32,0.0
20130310:1909,0.0,0.0,14.73,3.3,0.0
20130310:2009,0.0,0.0,14.46,3.27,0.0
20130310:2109,0.0,0.0,14.18,3.24,0.0
20130310:2209,0.0,0.0,13.81,3.43,0.0
20130310:2309,0.0,0.0,13.43,3.61,0.0
20130311:0009,0.0,0.0,13.06,3.79,0.0
20130311:0109,0.0,0.0,12.46,3.39,0.0
20130311:0209,0.0,0.0,11.86,2.98,0.0
20130311:0309,0.0,0.0,11.26,2.58,0.0
20130311:0409,0.0,0.0,11.62,2.06,0.0
20130311:0509,25.0,4.43,11.97,1.53,0.0
20130311:0609,217.0,15.94,12.32,1.01,0.0
20130311:0709,322.0,26.79,13.77,1.52,0.0
20130311:0809,596.01,36.39,15.21,2.03,0.0
20130311:0909,698.01,43.85,16.66,2.54,0.0
20130311:1009,740.01,47.92,17.3,2.81,0.0
20130311:1109,782.01,47.6,17.93,3.08,0.0
20130311:1209,692.01,42.98,18.57,3.35,0.0
20130311:1309,568.01,35.15,18.45,3.26,0.0
20130311:1409,385.01,25.33,18.32,3.16,0.0
20130311:1509,191.0,14.36,18.2,3.06,0.0
20130311:1609,15.42,2.79,17.41,2.58,0.0
20130311:1709,0.0,0.0,16.61,2.11,0.0
20130311:1809,0.0,0.0,15.81,1.63,0.0
20130311:1909,0.0,0.0,15.19,2.35,0.0
20130311:2009,0.0,0.0,14.57,3.08,0.0
20130311:2109,0.0,0.0,13.94,3.81,0.0
20130311:2209,0.0,0.0,13.66,3.52,0.0
20130311:2309,0.0,0.0,13.37,3.23,0.0
20130312:0009,0.0,0.0,13.08,2.94,0.0
20130312:0109,0.0,0.0,12.83,2.69,0.0
20130312:0209,0.0,0.0,12.58,2.44,0.0
20130312:0309,0.0,0.0,12.33,2.19,0.0
20130312:0409,0.0,0.0,12.49,1.9,0.0
20130312:0509,27.0,4.73,12.65,1.61,0.0
20130312:0609,106.0,16.25,12.81,1.32,0.0
20130312:0709,446.01,27.12,13.68,2.52,0.0
20130312:0809,614.01,36.75,14.55,3.72,0.0
20130312:0909,719.01,44.23,15.42,4.92,0.0
20130312:1009,775.01,48.32,15.64,5.18,0.0
20130312:1109,770.01,47.98,15.86,5.44,0.0
20130312:1209,697.01,43.3,16.08,5.7,0.0
20130312:1309,570.01,35.42,15.84,5.26,0.0
20130312:1409,387.01,25.56,15.61,4.81,0.0
20130312:1509,194.0,14.57,15.37,4.37,0.0
20130312:1609,14.64,2.98,14.72,4.55,0.0
20130312:1709,0.0,0.0,14.06,4.73,0.0
20130312:1809,0.0,0.0,13.4,4.91,0.0
20130312:1909,0.0,0.0,12.85,4.6,0.0
20130312:2009,0.0,0.0,12.29,4.29,0.0
20130312:2109,0.0,0.0,11.73,3.97,0.0
20130312:2209,0.0,0.0,11.61,3.33,0.0
20130312:2309,0.0,0.0,11.48,2.69,0.0
20130313:0009,0.0,0.0,11.36,2.04,0.0
20130313:0109,0.0,0.0,11.31,2.26,0.0
20130313:0209,0.0,0.0,11.26,2.48,0.0
20130313:0309,0.0,0.0,11.21,2.7,0.0
20130313:0409,0.0,0.0,11.56,3.09,0.0
20130313:0509,30.0,5.02,11.91,3.49,0.0
20130313:0609,236.0,16.56,12.25,3.88,0.0
20130313:0709,422.01,27.45,13.24,4.4,0.0
20130313:0809,581.01,37.11,14.22,4.93,0.0
20130313:0909,728.01,44.62,15.2,5.46,0.0
20130313:1009,763.01,48.72,15.53,5.22,0.0
20130313:1109,771.01,48.35,15.87,4.97,0.0
20130313:1209,682.01,43.63,16.2,4.73,0.0
20130313:1309,60.0,35.7,16.11,4.89,0.0
20130313:1409,36.0,25.79,16.03,5.05,0.0
20130313:1509,18.0,14.77,15.94,5.21,0.0
20130313:1609,11.0,3.17,15.34,4.41,0.0
20130313:1709,0.0,0.0,14.73,3.6,0.0
20130313:1809,0.0,0.0,14.12,2.8,0.0
20130313:1909,0.0,0.0,13.7,3.69,0.0
20130313:2009,0.0,0.0,13.28,4.57,0.0
20130313:2109,0.0,0.0,12.85,5.46,0.0
20130313:2209,0.0,0.0,13.0,5.84,0.0
20130313:2309,0.0,0.0,13.14,6.23,0.0
20130314:0009,0.0,0.0,13.28,6.61,0.0
20130314:0109,0.0,0.0,13.58,6.02,0.0
20130314:0209,0.0,0.0,13.89,5.43,0.0
20130314:0309,0.0,0.0,14.19,4.84,0.0
20130314:0409,0.0,0.0,14.68,5.31,0.0
20130314:0509,7.0,5.32,15.17,5.77,0.0
20130314:0609,38.0,16.87,15.65,6.23,0.0
20130314:0709,304.0,27.78,15.85,6.53,0.0
20130314:0809,373.0,37.47,16.04,6.82,0.0
20130314:0909,574.01,45.01,16.23,7.12,0.0
20130314:1009,587.0,49.12,16.39,7.49,0.0
20130314:1109,660.01,48.73,16.54,7.85,0.0
20130314:1209,324.0,43.95,16.7,8.22,0.0
20130314:1309,300.0,35.97,16.38,8.0,0.0
20130314:1409,36.0,26.02,16.05,7.78,0.0
20130314:1509,80.0,14.98,15.73,7.56,0.0
20130314:1609,4.0,3.36,14.97,7.28,0.0
20130314:1709,0.0,0.0,14.21,7.0,0.0
20130314:1809,0.0,0.0,13.45,6.72,0.0
20130314:1909,0.0,0.0,12.95,6.79,0.0
20130314:2009,0.0,0.0,12.45,6.86,0.0
20130314:2109,0.0,0.0,11.94,6.94,0.0
20130314:2209,0.0,0.0,11.97,6.52,0.0
20130314:2309,0.0,0.0,11.99,6.1,0.0
20130315:0009,0.0,0.0,12.02,5.68,0.0
20130315:0109,0.0,0.0,11.88,5.71,0.0
20130315:0209,0.0,0.0,11.74,5.74,0.0
20130315:0309,0.0,0.0,11.6,5.77,0.0
20130315:0409,0.0,0.0,11.68,5.8,0.0
20130315:0509,34.0,5.63,11.76,5.84,0.0
20130315:0609,255.0,17.19,11.84,5.88,0.0
20130315:0709,433.01,28.11,11.92,6.56,0.0
20130315:0809,592.01,37.83,11.99,7.25,0.0
20130315:0909,251.0,45.4,12.07,7.93,0.0
20130315:1009,136.0,49.52,12.32,7.77,0.0
20130315:1109,638.01,49.11,12.57,7.61,0.0
20130315:1209,63.0,44.27,12.82,7.45,0.0
20130315:1309,586.01,36.24,12.35,7.2,0.0
20130315:1409,310.0,26.25,11.89,6.95,0.0
20130315:1509,218.0,15.18,11.42,6.7,0.0
20130315:1609,4.0,3.55,10.74,6.29,0.0
20130315:1709,0.0,0.0,10.06,5.89,0.0
20130315:1809,0.0,0.0,9.38,5.48,0.0
20130315:1909,0.0,0.0,9.16,5.59,0.0
20130315:2009,0.0,0.0,8.94,5.71,0.0
20130315:2109,0.0,0.0,8.72,5.82,0.0
20130315:2209,0.0,0.0,8.54,5.54,0.0
20130315:2309,0.0,0.0,8.35,5.26,0.0
20130316:0009,0.0,0.0,8.16,4.98,0.0
20130316:0109,0.0,0.0,8.04,4.91,0.0
20130316:0209,0.0,0.0,7.93,4.84,0.0
20130316:0309,0.0,0.0,7.81,4.77,0.0
20130316:0409,0.0,0.0,8.17,4.29,0.0
20130316:0509,37.0,5.93,8.52,3.82,0.0
20130316:0609,258.0,17.5,8.87,3.34,0.0
20130316:0709,451.01,28.45,9.47,3.48,0.0
20130316:0809,387.0,38.19,10.06,3.61,0.0
20130316:0909,510.0,45.79,10.65,3.75,0.0
20130316:1009,774.01,49.92,10.69,3.7,0.0
20130316:1109,773.01,49.48,10.73,3.65,0.0
20130316:1209,647.01,44.6,10.77,3.6,0.0
20130316:1309,330.0,36.51,10.63,2.97,0.0
20130316:1409,397.0,26.48,10.49,2.35,0.0
20130316:1509,105.0,15.38,10.35,1.72,0.0
20130316:1609,27.0,3.74,9.83,1.71,0.0
20130316:1709,0.0,0.0,9.31,1.7,0.0
20130316:1809,0.0,0.0,8.79,1.68,0.0
20130316:1909,0.0,0.0,8.52,1.91,0.0
20130316:2009,0.0,0.0,8.24,2.13,0.0
20130316:2109,0.0,0.0,7.96,2.36,0.0
20130316:2209,0.0,0.0,7.97,2.57,0.0
20130316:2309,0.0,0.0,7.97,2.79,0.0
20130317:0009,0.0,0.0,7.98,3.01,0.0
20130317:0109,0.0,0.0,7.55,3.09,0.0
20130317:0209,0.0,0.0,7.12,3.16,0.0
20130317:0309,0.0,0.0,6.69,3.24,0.0
20130317:0409,0.0,0.0,6.97,3.08,0.0
20130317:0509,39.0,6.23,7.25,2.92,0.0
20130317:0609,258.0,17.81,7.52,2.76,0.0
20130317:0709,431.01,28.78,8.07,2.51,0.0
20130317:0809,610.01,38.55,8.62,2.27,0.0
20130317:0909,591.01,46.18,9.17,2.03,0.0
20130317:1009,660.01,50.33,9.44,1.6,0.0
20130317:1109,689.01,49.86,9.7,1.16,0.0
20130317:1209,616.01,44.92,9.97,0.73,0.0
20130317:1309,430.0,36.77,10.3,1.25,0.0
20130317:1409,279.0,26.71,10.63,1.77,0.0
20130317:1509,149.0,15.58,10.96,2.29,0.0
20130317:1609,22.37,3.93,10.68,2.25,0.0
20130317:1709,0.0,0.0,10.4,2.21,0.0
20130317:1809,0.0,0.0,10.11,2.17,0.0
20130317:1909,0.0,0.0,9.86,2.28,0.0
20130317:2009,0.0,0.0,9.61,2.39,0.0
20130317:2109,0.0,0.0,9.36,2.5,0.0
20130317:2209,0.0,0.0,9.47,2.43,0.0
20130317:2309,0.0,0.0,9.57,2.37,0.0
20130318:0009,0.0,0.0,9.68,2.3,0.0
20130318:0109,0.0,0.0,9.39,2.22,0.0
20130318:0209,0.0,0.0,9.11,2.14,0.0
20130318:0309,0.0,0.0,8.82,2.06,0.0
20130318:0409,0.0,0.0,9.0,1.97,0.0
20130318:0509,39.0,6.53,9.18,1.89,0.0
20130318:0609,244.0,18.13,9.35,1.81,0.0
20130318:0709,414.0,29.12,10.19,2.39,0.0
20130318:0809,401.0,38.91,11.03,2.97,0.0
20130318:0909,501.0,46.57,11.87,3.56,0.0
20130318:1009,347.0,50.73,11.8,3.9,0.0
20130318:1109,119.0,50.23,11.73,4.24,0.0
20130318:1209,203.0,45.24,11.66,4.58,0.0
20130318:1309,94.0,37.04,11.5,4.45,0.0
20130318:1409,75.0,26.93,11.33,4.31,0.0
20130318:1509,32.0,15.78,11.17,4.18,0.0
20130318:1609,8.0,4.11,10.87,3.99,0.0
20130318:1709,0.0,0.0,10.57,3.8,0.0
20130318:1809,0.0,0.0,10.26,3.61,0.0
20130318:1909,0.0,0.0,10.07,4.07,0.0
20130318:2009,0.0,0.0,9.88,4.52,0.0
20130318:2109,0.0,0.0,9.69,4.98,0.0
20130318:2209,0.0,0.0,9.64,5.31,0.0
20130318:2309,0.0,0.0,9.59,5.65,0.0
20130319:0009,0.0,0.0,9.54,5.99,0.0
20130319:0109,0.0,0.0,9.37,5.59,0.0
20130319:0209,0.0,0.0,9.21,5.2,0.0
20130319:0309,0.0,0.0,9.04,4.8,0.0
20130319:0409,0.0,0.0,9.74,4.97,0.0
20130319:0509,43.0,6.84,10.44,5.15,0.0
20130319:0609,155.0,18.44,11.13,5.32,0.0
20130319:0709,349.0,29.45,12.53,5.83,0.0
20130319:0809,554.01,39.28,13.92,6.33,0.0
20130319:0909,533.0,46.96,15.32,6.83,0.0
20130319:1009,708.01,51.13,16.06,7.04,0.0
20130319:1109,649.01,50.6,16.79,7.26,0.0
20130319:1209,675.01,45.55,17.53,7.48,0.0
20130319:1309,549.01,37.3,17.37,7.38,0.0
20130319:1409,330.0,27.15,17.21,7.29,0.0
20130319:1509,202.0,15.98,17.05,7.2,0.0
20130319:1609,28.61,4.3,15.97,6.61,0.0
20130319:1709,0.0,0.0,14.89,6.02,0.0
20130319:1809,0.0,0.0,13.8,5.43,0.0
20130319:1909,0.0,0.0,13.08,4.65,0.0
20130319:2009,0.0,0.0,12.36,3.86,0.0
20130319:2109,0.0,0.0,11.63,3.08,0.0
20130319:2209,0.0,0.0,11.39,2.73,0.0
20130319:2309,0.0,0.0,11.14,2.38,0.0
20130320:0009,0.0,0.0,10.89,2.03,0.0
20130320:0109,0.0,0.0,10.79,1.93,0.0
20130320:0209,0.0,0.0,10.69,1.83,0.0
20130320:0309,0.0,0.0,10.59,1.72,0.0
20130320:0409,0.0,0.0,10.75,1.48,0.0
20130320:0509,45.0,7.14,10.91,1.24,0.0
20130320:0609,258.0,18.76,11.07,0.99,0.0
20130320:0709,447.0,29.78,12.7,1.14,0.0
20130320:0809,612.01,39.64,14.33,1.3,0.0
20130320:0909,704.01,47.36,15.96,1.45,0.0
20130320:1009,197.0,51.53,16.59,2.1,0.0
20130320:1109,777.01,50.98,17.22,2.75,0.0
20130320:1209,752.01,45.87,17.85,3.41,0.0
20130320:1309,303.0,37.56,17.45,3.43,0.0
20130320:1409,277.0,27.37,17.06,3.45,0.0
20130320:1509,181.0,16.17,16.66,3.48,0.0
20130320:1609,29.61,4.48,15.93,3.23,0.0
20130320:1709,0.0,0.0,15.19,2.99,0.0
20130320:1809,0.0,0.0,14.45,2.74,0.0
20130320:1909,0.0,0.0,14.27,2.91,0.0
20130320:2009,0.0,0.0,14.09,3.09,0.0
20130320:2109,0.0,0.0,13.91,3.26,0.0
20130320:2209,0.0,0.0,14.39,3.42,0.0
20130320:2309,0.0,0.0,14.86,3.58,0.0
20130321:0009,0.0,0.0,15.34,3.74,0.0
20130321:0109,0.0,0.0,14.79,3.75,0.0
20130321:0209,0.0,0.0,14.23,3.77,0.0
20130321:0309,0.0,0.0,13.68,3.78,0.0
20130321:0409,0.0,0.0,14.1,4.38,0.0
20130321:0509,7.0,7.45,14.51,4.98,0.0
20130321:0609,28.0,19.07,14.92,5.59,0.0
20130321:0709,240.0,30.12,16.0,5.48,0.0
20130321:0809,271.0,40.0,17.08,5.37,0.0
20130321:0909,138.0,47.75,18.16,5.27,0.0
20130321:1009,112.0,51.93,18.32,5.13,0.0
20130321:1109,183.0,51.35,18.49,4.98,0.0
20130321:1209,88.0,46.18,18.65,4.84,0.0
20130321:1309,170.0,37.82,18.22,4.97,0.0
20130321:1409,38.0,27.59,17.8,5.11,0.0
20130321:1509,80.0,16.37,17.37,5.24,0.0
20130321:1609,33.83,4.67,16.57,5.15,0.0
20130321:1709,0.0,0.0,15.76,5.06,0.0
20130321:1809,0.0,0.0,14.95,4.97,0.0
20130321:1909,0.0,0.0,14.49,4.44,0.0
20130321:2009,0.0,0.0,14.02,3.91,0.0
20130321:2109,0.0,0.0,13.55,3.38,0.0
20130321:2209,0.0,0.0,13.06,4.79,0.0
20130321:2309,0.0,0.0,12.56,6.2,0.0
20130322:0009,0.0,0.0,12.06,7.61,0.0
20130322:0109,0.0,0.0,11.61,7.24,0.0
20130322:0209,0.0,0.0,11.16,6.87,0.0
20130322:0309,0.0,0.0,10.71,6.5,0.0
20130322:0409,0.0,0.0,11.16,6.65,0.0
20130322:0509,47.0,7.75,11.6,6.81,0.0
20130322:0609,299.0,19.39,12.04,6.97,0.0
20130322:0709,485.01,30.45,12.8,7.12,0.0
20130322:0809,661.01,40.36,13.55,7.28,0.0
20130322:0909,768.01,48.14,14.3,7.43,0.0
20130322:1009,821.01,52.34,14.65,7.46,0.0
20130322:1109,818.01,51.72,15.0,7.48,0.0
20130322:1209,757.01,46.5,15.35,7.5,0.0
20130322:1309,617.01,38.07,15.3,7.65,0.0
20130322:1409,433.0,27.81,15.26,7.8,0.0
20130322:1509,245.0,16.56,15.21,7.94,0.0
20130322:1609,41.53,4.85,14.39,6.87,0.0
20130322:1709,0.0,0.0,13.57,5.8,0.0
20130322:1809,0.0,0.0,12.75,4.73,0.0
20130322:1909,0.0,0.0,12.26,4.32,0.0
20130322:2009,0.0,0.0,11.76,3.9,0.0
20130322:2109,0.0,0.0,11.26,3.49,0.0
20130322:2209,0.0,0.0,11.16,3.36,0.0
20130322:2309,0.0,0.0,11.05,3.22,0.0
20130323:0009,0.0,0.0,10.95,3.09,0.0
20130323:0109,0.0,0.0,10.45,3.21,0.0
20130323:0209,0.0,0.0,9.96,3.34,0.0
20130323:0309,0.0,0.0,9.46,3.46,0.0
20130323:0409,0.0,0.0,9.73,2.89,0.0
20130323:0509,42.0,8.06,10.0,2.32,0.0
20130323:0609,305.0,19.7,10.26,1.75,0.0
20130323:0709,490.01,30.79,11.32,1.87,0.0
20130323:0809,663.01,40.73,12.37,1.98,0.0
20130323:0909,782.01,48.53,13.43,2.1,0.0
20130323:1009,831.01,52.74,14.05,2.46,0.0
20130323:1109,818.01,52.09,14.66,2.83,0.0
20130323:1209,757.01,46.81,15.28,3.2,0.0
20130323:1309,617.01,38.33,15.5,3.74,0.0
20130323:1409,432.0,28.02,15.71,4.28,0.0
20130323:1509,245.0,16.75,15.93,4.81,0.0
20130323:1609,42.59,5.03,15.11,4.18,0.0
20130323:1709,0.0,0.0,14.29,3.55,0.0
20130323:1809,0.0,0.0,13.47,2.92,0.0
20130323:1909,0.0,0.0,13.1,2.91,0.0
20130323:2009,0.0,0.0,12.72,2.9,0.0
20130323:2109,0.0,0.0,12.34,2.88,0.0
20130323:2209,0.0,0.0,12.24,2.71,0.0
20130323:2309,0.0,0.0,12.13,2.53,0.0
20130324:0009,0.0,0.0,12.03,2.36,0.0
20130324:0109,0.0,0.0,11.49,2.32,0.0
20130324:0209,0.0,0.0,10.96,2.28,0.0
20130324:0309,0.0,0.0,10.42,2.23,0.0
20130324:0409,0.0,0.0,10.64,2.12,0.0
20130324:0509,46.0,8.37,10.86,2.01,0.0
20130324:0609,266.0,20.02,11.08,1.9,0.0
20130324:0709,490.01,31.12,12.48,2.79,0.0
20130324:0809,662.01,41.09,13.87,3.68,0.0
20130324:0909,749.01,48.92,15.27,4.57,0.0
20130324:1009,716.01,53.14,15.61,4.61,0.0
20130324:1109,527.0,52.46,15.94,4.65,0.0
20130324:1209,562.0,47.11,16.28,4.69,0.0
20130324:1309,539.0,38.58,16.05,4.64,0.0
20130324:1409,430.0,28.24,15.81,4.59,0.0
20130324:1509,236.0,16.94,15.58,4.54,0.0
20130324:1609,42.16,5.21,14.79,4.16,0.0
20130324:1709,0.0,0.0,14.0,3.78,0.0
20130324:1809,0.0,0.0,13.21,3.41,0.0
20130324:1909,0.0,0.0,12.9,3.27,0.0
20130324:2009,0.0,0.0,12.58,3.14,0.0
20130324:2109,0.0,0.0,12.26,3.01,0.0
20130324:2209,0.0,0.0,12.49,3.02,0.0
20130324:2309,0.0,0.0,12.72,3.03,0.0
20130325:0009,0.0,0.0,12.95,3.03,0.0
20130325:0109,0.0,0.0,12.96,3.55,0.0
20130325:0209,0.0,0.0,12.98,4.06,0.0
20130325:0309,0.0,0.0,12.99,4.58,0.0
20130325:0409,0.0,0.0,13.75,5.29,0.0
20130325:0509,40.0,8.67,14.51,6.0,0.0
20130325:0609,48.0,20.33,15.27,6.7,0.0
20130325:0709,391.0,31.45,15.98,7.32,0.0
20130325:0809,627.01,41.45,16.68,7.94,0.0
20130325:0909,384.0,49.31,17.38,8.55,0.0
20130325:1009,193.0,53.54,17.48,8.55,0.0
20130325:1109,525.0,52.83,17.57,8.55,0.0
20130325:1209,573.0,47.42,17.67,8.55,0.0
20130325:1309,194.0,38.83,17.31,7.95,0.0
20130325:1409,149.0,28.45,16.95,7.36,0.0
20130325:1509,22.0,17.13,16.59,6.76,0.0
20130325:1609,22.0,5.39,15.89,6.74,0.0
20130325:1709,0.0,0.0,15.19,6.73,0.0
20130325:1809,0.0,0.0,14.49,6.72,0.0
20130325:1909,0.0,0.0,14.05,6.96,0.0
20130325:2009,0.0,0.0,13.6,7.2,0.0
20130325:2109,0.0,0.0,13.15,7.43,0.0
20130325:2209,0.0,0.0,13.12,6.56,0.0
20130325:2309,0.0,0.0,13.09,5.69,0.0
20130326:0009,0.0,0.0,13.06,4.81,0.0
20130326:0109,0.0,0.0,12.94,4.07,0.0
20130326:0209,0.0,0.0,12.81,3.33,0.0
20130326:0309,0.0,0.0,12.69,2.59,0.0
20130326:0409,0.0,0.0,13.06,3.12,0.0
20130326:0509,9.0,8.98,13.43,3.64,0.0
20130326:0609,44.0,20.65,13.8,4.17,0.0
20130326:0709,509.01,31.79,14.07,4.47,0.0
20130326:0809,683.01,41.81,14.33,4.77,0.0
20130326:0909,806.01,49.7,14.59,5.08,0.0
20130326:1009,858.01,53.94,14.82,5.07,0.0
20130326:1109,743.01,53.19,15.04,5.06,0.0
20130326:1209,723.01,47.73,15.27,5.05,0.0
20130326:1309,635.01,39.08,15.34,5.34,0.0
20130326:1409,470.01,28.66,15.42,5.63,0.0
20130326:1509,217.0,17.32,15.49,5.92,0.0
20130326:1609,16.0,5.57,14.87,5.85,0.0
20130326:1709,0.0,0.0,14.25,5.79,0.0
20130326:1809,0.0,0.0,13.62,5.72,0.0
20130326:1909,0.0,0.0,13.2,5.71,0.0
20130326:2009,0.0,0.0,12.78,5.69,0.0
20130326:2109,0.0,0.0,12.35,5.67,0.0
20130326:2209,0.0,0.0,12.29,5.69,0.0
20130326:2309,0.0,0.0,12.23,5.71,0.0
20130327:0009,0.0,0.0,12.17,5.72,0.0
20130327:0109,0.0,0.0,12.14,4.78,0.0
20130327:0209,0.0,0.0,12.11,3.83,0.0
20130327:0309,0.0,0.0,12.08,2.88,0.0
20130327:0409,0.0,0.0,12.54,2.78,0.0
20130327:0509,63.0,9.28,12.99,2.68,0.0
20130327:0609,178.0,20.96,13.44,2.58,0.0
20130327:0709,148.0,32.12,14.18,3.43,0.0
20130327:0809,159.0,42.17,14.92,4.29,0.0
20130327:0909,333.0,50.09,15.66,5.14,0.0
20130327:1009,532.0,54.34,15.95,5.86,0.0
20130327:1109,320.0,53.56,16.23,6.57,0.0
20130327:1209,600.0,48.03,16.52,7.28,0.0
20130327:1309,330.0,39.33,16.57,6.56,0.0
20130327:1409,56.0,28.87,16.62,5.83,0.0
20130327:1509,204.0,17.5,16.67,5.1,0.0
20130327:1609,61.0,5.75,16.03,4.08,0.0
20130327:1709,0.0,0.0,15.38,3.05,0.0
20130327:1809,0.0,0.0,14.73,2.03,0.0
20130327:1909,0.0,0.0,14.15,2.18,0.0
20130327:2009,0.0,0.0,13.57,2.34,0.0
20130327:2109,0.0,0.0,12.99,2.5,0.0
20130327:2209,0.0,0.0,12.9,2.47,0.0
20130327:2309,0.0,0.0,12.8,2.44,0.0
20130328:0009,0.0,0.0,12.7,2.41,0.0
20130328:0109,0.0,0.0,12.46,2.46,0.0
20130328:0209,0.0,0.0,12.21,2.51,0.0
20130328:0309,0.0,0.0,11.97,2.55,0.0
20130328:0409,0.0,0.0,12.3,2.33,0.0
20130328:0509,10.0,9.58,12.63,2.1,0.0
20130328:0609,39.0,21.27,12.95,1.88,0.0
20130328:0709,150.0,32.45,13.96,1.66,0.0
20130328:0809,242.0,42.52,14.96,1.44,0.0
20130328:0909,474.0,50.48,15.96,1.23,0.0
20130328:1009,764.01,54.74,16.73,1.33,0.0
20130328:1109,764.01,53.92,17.51,1.44,0.0
20130328:1209,752.01,48.33,18.28,1.54,0.0
20130328:1309,573.01,39.57,18.02,1.83,0.0
20130328:1409,423.0,29.07,17.76,2.11,0.0
20130328:1509,258.0,17.69,17.5,2.4,0.0
20130328:1609,57.0,5.93,16.65,2.23,0.0
20130328:1709,0.0,0.0,15.8,2.07,0.0
20130328:1809,0.0,0.0,14.95,1.9,0.0
20130328:1909,0.0,0.0,14.3,2.04,0.0
20130328:2009,0.0,0.0,13.65,2.17,0.0
20130328:2109,0.0,0.0,12.99,2.3,0.0
20130328:2209,0.0,0.0,12.91,2.13,0.0
20130328:2309,0.0,0.0,12.82,1.96,0.0
20130329:0009,0.0,0.0,12.74,1.79,0.0
20130329:0109,0.0,0.0,12.44,1.93,0.0
20130329:0209,0.0,0.0,12.14,2.06,0.0
20130329:0309,0.0,0.0,11.84,2.19,0.0
20130329:0409,0.0,0.0,12.34,2.16,0.0
20130329:0509,32.0,9.89,12.84,2.12,0.0
20130329:0609,184.0,21.58,13.33,2.08,0.0
20130329:0709,376.0,32.77,14.24,1.89,0.0
20130329:0809,555.0,42.88,15.14,1.7,0.0
20130329:0909,728.01,50.87,16.05,1.5,0.0
20130329:1009,858.01,55.13,16.41,1.8,0.0
20130329:1109,834.01,54.28,16.77,2.1,0.0
20130329:1209,793.01,48.63,17.13,2.4,0.0
20130329:1309,299.0,39.81,17.06,2.18,0.0
20130329:1409,378.0,29.28,16.99,1.96,0.0
20130329:1509,265.0,17.87,16.92,1.74,0.0
20130329:1609,61.0,6.1,16.15,1.77,0.0
20130329:1709,0.0,0.0,15.38,1.8,0.0
20130329:1809,0.0,0.0,14.61,1.83,0.0
20130329:1909,0.0,0.0,14.29,1.62,0.0
20130329:2009,0.0,0.0,13.96,1.41,0.0
20130329:2109,0.0,0.0,13.63,1.2,0.0
20130329:2209,0.0,0.0,13.79,1.15,0.0
20130329:2309,0.0,0.0,13.94,1.1,0.0
20130330:0009,0.0,0.0,14.09,1.05,0.0
20130330:0109,0.0,0.0,13.96,1.47,0.0
20130330:0209,0.0,0.0,13.83,1.89,0.0
20130330:0309,0.0,0.0,13.7,2.32,0.0
20130330:0409,0.0,0.0,14.43,2.4,0.0
20130330:0509,26.0,10.19,15.15,2.49,0.0
20130330:0609,280.0,21.89,15.87,2.58,0.0
20130330:0709,505.0,33.1,16.88,3.16,0.0
20130330:0809,628.01,43.23,17.89,3.74,0.0
20130330:0909,790.01,51.25,18.9,4.32,0.0
20130330:1009,862.01,55.53,19.08,4.47,0.0
20130330:1109,851.01,54.64,19.26,4.63,0.0
20130330:1209,678.01,48.92,19.44,4.79,0.0
20130330:1309,639.01,40.05,19.0,4.7,0.0
20130330:1409,460.0,29.48,18.56,4.62,0.0
20130330:1509,267.0,18.05,18.12,4.54,0.0
20130330:1609,68.0,6.28,17.39,3.95,0.0
20130330:1709,0.0,0.0,16.66,3.37,0.0
20130330:1809,0.0,0.0,15.92,2.79,0.0
20130330:1909,0.0,0.0,15.52,2.93,0.0
20130330:2009,0.0,0.0,15.11,3.07,0.0
20130330:2109,0.0,0.0,14.7,3.21,0.0
20130330:2209,0.0,0.0,14.7,3.2,0.0
20130330:2309,0.0,0.0,14.7,3.19,0.0
20130331:0009,0.0,0.0,14.7,3.17,0.0
20130331:0109,0.0,0.0,14.4,2.97,0.0
20130331:0209,0.0,0.0,14.11,2.76,0.0
20130331:0309,0.0,0.0,13.81,2.55,0.0
20130331:0409,0.0,0.0,14.27,2.41,0.0
20130331:0509,109.0,10.49,14.72,2.27,0.0
20130331:0609,192.0,22.2,15.17,2.12,0.0
20130331:0709,498.0,33.43,15.86,2.77,0.0
20130331:0809,679.01,43.59,16.54,3.42,0.0
20130331:0909,790.01,51.63,17.23,4.07,0.0
20130331:1009,714.01,55.93,17.35,4.51,0.0
