time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20131118:2109,0.0,0.0,0.0,0.0,11.48,3.01,0.0
20131118:2209,0.0,0.0,0.0,0.0,11.51,2.93,0.0
20131118:2309,0.0,0.0,0.0,0.0,11.55,2.85,0.0
20131119:0009,0.0,0.0,0.0,0.0,11.58,2.77,0.0
20131119:0109,0.0,0.0,0.0,0.0,11.75,2.81,0.0
20131119:0209,0.0,0.0,0.0,0.0,11.93,2.86,0.0
20131119:0309,0.0,0.0,0.0,0.0,12.1,2.9,0.0
20131119:0409,0.0,0.0,0.0,0.0,12.3,2.67,0.0
20131119:0509,0.0,0.0,0.0,0.0,12.5,2.44,0.0
20131119:0609,0.0,57.0,0.0,9.51,12.7,2.21,0.0
20131119:0709,188.01,93.0,0.0,18.64,13.95,2.09,0.0
20131119:0809,296.01,116.0,0.0,26.0,15.19,1.97,0.0
20131119:0909,309.01,163.0,0.0,30.88,16.43,1.85,0.0
20131119:1009,304.01,184.0,0.0,32.64,16.96,1.79,0.0
20131119:1109,343.01,144.0,0.0,30.97,17.48,1.74,0.0
20131119:1209,154.0,190.0,0.0,26.16,18.01,1.68,0.0
20131119:1309,87.0,141.0,0.0,18.86,17.43,1.92,0.0
20131119:1409,58.0,61.0,0.0,9.76,16.84,2.15,0.0
20131119:1509,0.0,0.0,0.0,0.0,16.25,2.39,0.0
20131119:1609,0.0,0.0,0.0,0.0,16.09,2.72,0.0
20131119:1709,0.0,0.0,0.0,0.0,15.92,3.06,0.0
20131119:1809,0.0,0.0,0.0,0.0,15.76,3.39,0.0
20131119:1909,0.0,0.0,0.0,0.0,16.08,3.29,0.0
20131119:2009,0.0,0.0,0.0,0.0,16.4,3.18,0.0
20131119:2109,0.0,0.0,0.0,0.0,16.73,3.08,0.0
20131119:2209,0.0,0.0,0.0,0.0,16.95,3.26,0.0
20131119:2309,0.0,0.0,0.0,0.0,17.18,3.45,0.0
20131120:0009,0.0,0.0,0.0,0.0,17.4,3.64,0.0
20131120:0109,0.0,0.0,0.0,0.0,17.24,3.97,0.0
20131120:0209,0.0,0.0,0.0,0.0,17.09,4.3,0.0
20131120:0309,0.0,0.0,0.0,0.0,16.93,4.63,0.0
20131120:0409,0.0,0.0,0.0,0.0,16.67,4.5,0.0
20131120:0509,0.0,0.0,0.0,0.0,16.4,4.36,0.0
20131120:0609,0.0,17.0,0.0,9.3,16.13,4.22,0.0
20131120:0709,0.0,52.0,0.0,18.42,17.03,5.02,0.0
20131120:0809,0.0,78.0,0.0,25.77,17.92,5.81,0.0
20131120:0909,145.0,237.0,0.0,30.65,18.82,6.61,0.0
20131120:1009,0.0,48.0,0.0,32.4,19.3,6.42,0.0
20131120:1109,40.0,244.0,0.0,30.76,19.79,6.24,0.0
20131120:1209,10.0,180.0,0.0,25.98,20.27,6.06,0.0
20131120:1309,110.0,132.0,0.0,18.71,19.89,5.61,0.0
20131120:1409,8.0,63.0,0.0,9.64,19.51,5.16,0.0
20131120:1509,0.0,0.0,0.0,0.0,19.13,4.72,0.0
20131120:1609,0.0,0.0,0.0,0.0,18.34,4.34,0.0
20131120:1709,0.0,0.0,0.0,0.0,17.54,3.97,0.0
20131120:1809,0.0,0.0,0.0,0.0,16.75,3.6,0.0
20131120:1909,0.0,0.0,0.0,0.0,16.4,3.37,0.0
20131120:2009,0.0,0.0,0.0,0.0,16.05,3.13,0.0
20131120:2109,0.0,0.0,0.0,0.0,15.71,2.9,0.0
20131120:2209,0.0,0.0,0.0,0.0,15.67,2.82,0.0
20131120:2309,0.0,0.0,0.0,0.0,15.64,2.74,0.0
20131121:0009,0.0,0.0,0.0,0.0,15.6,2.66,0.0
20131121:0109,0.0,0.0,0.0,0.0,15.51,2.74,0.0
20131121:0209,0.0,0.0,0.0,0.0,15.42,2.82,0.0
20131121:0309,0.0,0.0,0.0,0.0,15.33,2.9,0.0
20131121:0409,0.0,0.0,0.0,0.0,15.49,2.76,0.0
20131121:0509,0.0,0.0,0.0,0.0,15.65,2.62,0.0
20131121:0609,0.0,65.0,0.0,9.1,15.8,2.48,0.0
20131121:0709,8.0,124.0,0.0,18.2,16.8,3.32,0.0
20131121:0809,118.0,197.0,0.0,25.54,17.79,4.16,0.0
20131121:0909,255.01,187.0,0.0,30.41,18.78,4.99,0.0
20131121:1009,155.0,248.0,0.0,32.18,18.96,5.58,0.0
20131121:1109,5.0,195.0,0.0,30.56,19.15,6.16,0.0
20131121:1209,87.0,207.0,0.0,25.8,19.33,6.74,0.0
20131121:1309,0.0,67.0,0.0,18.56,18.95,6.66,0.0
20131121:1409,3.0,57.0,0.0,9.52,18.57,6.57,0.0
20131121:1509,0.0,0.0,0.0,0.0,18.18,6.48,0.0
20131121:1609,0.0,0.0,0.0,0.0,17.44,7.11,0.0
20131121:1709,0.0,0.0,0.0,0.0,16.69,7.74,0.0
20131121:1809,0.0,0.0,0.0,0.0,15.95,8.37,0.0
20131121:1909,0.0,0.0,0.0,0.0,15.45,7.18,0.0
20131121:2009,0.0,0.0,0.0,0.0,14.95,5.98,0.0
20131121:2109,0.0,0.0,0.0,0.0,14.46,4.79,0.0
20131121:2209,0.0,0.0,0.0,0.0,14.41,4.69,0.0
20131121:2309,0.0,0.0,0.0,0.0,14.37,4.6,0.0
20131122:0009,0.0,0.0,0.0,0.0,14.32,4.51,0.0
20131122:0109,0.0,0.0,0.0,0.0,13.92,4.0,0.0
20131122:0209,0.0,0.0,0.0,0.0,13.52,3.5,0.0
20131122:0309,0.0,0.0,0.0,0.0,13.12,2.99,0.0
20131122:0409,0.0,0.0,0.0,0.0,13.09,2.65,0.0
20131122:0509,0.0,0.0,0.0,0.0,13.06,2.3,0.0
20131122:0609,0.0,44.0,0.0,8.9,13.03,1.96,0.0
20131122:0709,204.01,76.0,0.0,17.99,14.16,2.15,0.0
20131122:0809,315.01,96.0,0.0,25.31,15.28,2.34,0.0
20131122:0909,381.01,113.0,0.0,30.18,16.4,2.54,0.0
20131122:1009,449.01,90.0,0.0,31.96,16.86,3.05,0.0
20131122:1109,413.01,94.0,0.0,30.36,17.32,3.56,0.0
20131122:1209,320.01,97.0,0.0,25.63,17.78,4.07,0.0
20131122:1309,195.01,86.0,0.0,18.42,17.59,3.47,0.0
20131122:1409,60.0,57.0,0.0,9.4,17.4,2.87,0.0
20131122:1509,0.0,0.0,0.0,0.0,17.21,2.28,0.0
20131122:1609,0.0,0.0,0.0,0.0,16.72,2.36,0.0
20131122:1709,0.0,0.0,0.0,0.0,16.22,2.45,0.0
20131122:1809,0.0,0.0,0.0,0.0,15.73,2.54,0.0
20131122:1909,0.0,0.0,0.0,0.0,15.45,2.33,0.0
20131122:2009,0.0,0.0,0.0,0.0,15.16,2.12,0.0
20131122:2109,0.0,0.0,0.0,0.0,14.88,1.92,0.0
20131122:2209,0.0,0.0,0.0,0.0,14.93,1.83,0.0
20131122:2309,0.0,0.0,0.0,0.0,14.98,1.74,0.0
20131123:0009,0.0,0.0,0.0,0.0,15.03,1.66,0.0
20131123:0109,0.0,0.0,0.0,0.0,14.78,2.11,0.0
20131123:0209,0.0,0.0,0.0,0.0,14.54,2.57,0.0
20131123:0309,0.0,0.0,0.0,0.0,14.29,3.03,0.0
20131123:0409,0.0,0.0,0.0,0.0,14.25,3.07,0.0
20131123:0509,0.0,0.0,0.0,0.0,14.21,3.1,0.0
20131123:0609,0.0,55.0,0.0,8.7,14.17,3.13,0.0
20131123:0709,204.01,73.0,0.0,17.78,15.12,4.13,0.0
20131123:0809,122.0,192.0,0.0,25.09,16.06,5.14,0.0
20131123:0909,304.01,156.0,0.0,29.96,17.01,6.14,0.0
20131123:1009,24.0,239.0,0.0,31.75,17.15,6.4,0.0
20131123:1109,60.0,246.0,0.0,30.17,17.29,6.66,0.0
20131123:1209,88.0,204.0,0.0,25.47,17.43,6.92,0.0
20131123:1309,18.0,136.0,0.0,18.29,17.15,6.6,0.0
20131123:1409,4.0,56.0,0.0,9.3,16.87,6.28,0.0
20131123:1509,0.0,0.0,0.0,0.0,16.59,5.96,0.0
20131123:1609,0.0,0.0,0.0,0.0,16.01,5.89,0.0
20131123:1709,0.0,0.0,0.0,0.0,15.42,5.83,0.0
20131123:1809,0.0,0.0,0.0,0.0,14.84,5.77,0.0
20131123:1909,0.0,0.0,0.0,0.0,14.38,5.07,0.0
20131123:2009,0.0,0.0,0.0,0.0,13.91,4.37,0.0
20131123:2109,0.0,0.0,0.0,0.0,13.45,3.67,0.0
20131123:2209,0.0,0.0,0.0,0.0,13.57,3.29,0.0
20131123:2309,0.0,0.0,0.0,0.0,13.7,2.91,0.0
20131124:0009,0.0,0.0,0.0,0.0,13.82,2.52,0.0
20131124:0109,0.0,0.0,0.0,0.0,14.19,3.19,0.0
20131124:0209,0.0,0.0,0.0,0.0,14.55,3.86,0.0
20131124:0309,0.0,0.0,0.0,0.0,14.92,4.52,0.0
20131124:0409,0.0,0.0,0.0,0.0,15.24,5.12,0.0
20131124:0509,0.0,0.0,0.0,0.0,15.56,5.72,0.0
20131124:0609,0.0,40.0,0.0,8.5,15.88,6.32,0.0
20131124:0709,106.0,122.0,0.0,17.57,16.61,7.2,0.0
20131124:0809,0.0,69.0,0.0,24.88,17.34,8.09,0.0
20131124:0909,0.0,53.0,0.0,29.74,18.07,8.98,0.0
20131124:1009,0.0,46.0,0.0,31.54,17.78,8.68,0.0
20131124:1109,0.0,44.0,0.0,29.98,17.5,8.38,0.0
20131124:1209,0.0,49.0,0.0,25.32,17.21,8.08,0.0
20131124:1309,25.0,139.0,0.0,18.16,17.07,8.52,0.0
20131124:1409,0.0,44.0,0.0,9.19,16.93,8.97,0.0
20131124:1509,0.0,0.0,0.0,0.0,16.79,9.41,0.0
20131124:1609,0.0,0.0,0.0,0.0,15.94,8.67,0.0
20131124:1709,0.0,0.0,0.0,0.0,15.1,7.94,0.0
20131124:1809,0.0,0.0,0.0,0.0,14.25,7.2,0.0
20131124:1909,0.0,0.0,0.0,0.0,14.05,6.45,0.0
20131124:2009,0.0,0.0,0.0,0.0,13.84,5.69,0.0
20131124:2109,0.0,0.0,0.0,0.0,13.64,4.94,0.0
20131124:2209,0.0,0.0,0.0,0.0,13.72,4.43,0.0
20131124:2309,0.0,0.0,0.0,0.0,13.81,3.92,0.0
20131125:0009,0.0,0.0,0.0,0.0,13.89,3.41,0.0
20131125:0109,0.0,0.0,0.0,0.0,13.8,3.03,0.0
20131125:0209,0.0,0.0,0.0,0.0,13.71,2.66,0.0
20131125:0309,0.0,0.0,0.0,0.0,13.62,2.29,0.0
20131125:0409,0.0,0.0,0.0,0.0,13.62,2.13,0.0
20131125:0509,0.0,0.0,0.0,0.0,13.62,1.97,0.0
20131125:0609,0.0,56.0,0.0,8.3,13.61,1.81,0.0
20131125:0709,19.0,129.0,0.0,17.37,14.58,2.22,0.0
20131125:0809,344.01,70.0,0.0,24.67,15.55,2.63,0.0
20131125:0909,91.0,240.0,0.0,29.53,16.52,3.03,0.0
20131125:1009,392.01,120.0,0.0,31.34,16.51,2.86,0.0
20131125:1109,17.0,218.0,0.0,29.8,16.51,2.68,0.0
20131125:1209,178.01,170.0,0.0,25.17,16.5,2.5,0.0
20131125:1309,100.0,129.0,0.0,18.04,16.11,2.47,0.0
20131125:1409,26.0,65.0,0.0,9.1,15.72,2.45,0.0
20131125:1509,0.0,0.0,0.0,0.0,15.33,2.43,0.0
20131125:1609,0.0,0.0,0.0,0.0,14.73,2.56,0.0
20131125:1709,0.0,0.0,0.0,0.0,14.14,2.69,0.0
20131125:1809,0.0,0.0,0.0,0.0,13.54,2.81,0.0
20131125:1909,0.0,0.0,0.0,0.0,13.25,2.63,0.0
20131125:2009,0.0,0.0,0.0,0.0,12.96,2.46,0.0
20131125:2109,0.0,0.0,0.0,0.0,12.67,2.28,0.0
20131125:2209,0.0,0.0,0.0,0.0,12.61,2.48,0.0
20131125:2309,0.0,0.0,0.0,0.0,12.55,2.69,0.0
20131126:0009,0.0,0.0,0.0,0.0,12.49,2.9,0.0
20131126:0109,0.0,0.0,0.0,0.0,12.43,2.91,0.0
20131126:0209,0.0,0.0,0.0,0.0,12.37,2.91,0.0
20131126:0309,0.0,0.0,0.0,0.0,12.31,2.92,0.0
20131126:0409,0.0,0.0,0.0,0.0,12.42,2.85,0.0
20131126:0509,0.0,0.0,0.0,0.0,12.53,2.78,0.0
20131126:0609,0.0,34.0,0.0,8.11,12.63,2.7,0.0
20131126:0709,208.01,64.0,0.0,17.16,13.7,2.95,0.0
20131126:0809,253.01,124.0,0.0,24.46,14.76,3.19,0.0
20131126:0909,418.01,79.0,0.0,29.33,15.83,3.43,0.0
20131126:1009,412.01,105.0,0.0,31.14,16.14,3.56,0.0
20131126:1109,386.01,103.0,0.0,29.63,16.44,3.69,0.0
20131126:1209,0.0,36.0,0.0,25.02,16.75,3.82,0.0
20131126:1309,145.01,108.0,0.0,17.92,16.5,3.32,0.0
20131126:1409,63.0,52.0,0.0,9.01,16.25,2.82,0.0
20131126:1509,0.0,0.0,0.0,0.0,16.0,2.32,0.0
20131126:1609,0.0,0.0,0.0,0.0,15.42,2.11,0.0
20131126:1709,0.0,0.0,0.0,0.0,14.83,1.91,0.0
20131126:1809,0.0,0.0,0.0,0.0,14.25,1.71,0.0
20131126:1909,0.0,0.0,0.0,0.0,13.78,1.75,0.0
20131126:2009,0.0,0.0,0.0,0.0,13.31,1.79,0.0
20131126:2109,0.0,0.0,0.0,0.0,12.85,1.83,0.0
20131126:2209,0.0,0.0,0.0,0.0,12.94,1.83,0.0
20131126:2309,0.0,0.0,0.0,0.0,13.04,1.83,0.0
20131127:0009,0.0,0.0,0.0,0.0,13.13,1.83,0.0
20131127:0109,0.0,0.0,0.0,0.0,12.61,2.42,0.0
20131127:0209,0.0,0.0,0.0,0.0,12.09,3.01,0.0
20131127:0309,0.0,0.0,0.0,0.0,11.57,3.6,0.0
20131127:0409,0.0,0.0,0.0,0.0,11.3,3.54,0.0
20131127:0509,0.0,0.0,0.0,0.0,11.03,3.48,0.0
20131127:0609,0.0,47.0,0.0,7.93,10.76,3.42,0.0
20131127:0709,174.01,82.0,0.0,16.97,11.88,3.84,0.0
20131127:0809,287.01,101.0,0.0,24.26,12.99,4.26,0.0
20131127:0909,344.01,124.0,0.0,29.13,14.1,4.68,0.0
20131127:1009,416.01,100.0,0.0,30.96,14.46,4.42,0.0
20131127:1109,384.01,103.0,0.0,29.46,14.81,4.17,0.0
20131127:1209,296.01,103.0,0.0,24.89,15.17,3.92,0.0
20131127:1309,173.01,91.0,0.0,17.82,14.84,3.57,0.0
20131127:1409,47.0,57.0,0.0,8.93,14.51,3.23,0.0
20131127:1509,0.0,0.0,0.0,0.0,14.17,2.88,0.0
20131127:1609,0.0,0.0,0.0,0.0,13.43,2.8,0.0
20131127:1709,0.0,0.0,0.0,0.0,12.68,2.71,0.0
20131127:1809,0.0,0.0,0.0,0.0,11.94,2.62,0.0
20131127:1909,0.0,0.0,0.0,0.0,11.77,2.81,0.0
20131127:2009,0.0,0.0,0.0,0.0,11.6,3.0,0.0
20131127:2109,0.0,0.0,0.0,0.0,11.43,3.19,0.0
20131127:2209,0.0,0.0,0.0,0.0,11.3,3.04,0.0
20131127:2309,0.0,0.0,0.0,0.0,11.17,2.89,0.0
20131128:0009,0.0,0.0,0.0,0.0,11.04,2.74,0.0
20131128:0109,0.0,0.0,0.0,0.0,10.68,3.05,0.0
20131128:0209,0.0,0.0,0.0,0.0,10.32,3.36,0.0
20131128:0309,0.0,0.0,0.0,0.0,9.96,3.67,0.0
20131128:0409,0.0,0.0,0.0,0.0,9.9,3.49,0.0
20131128:0509,0.0,0.0,0.0,0.0,9.84,3.31,0.0
20131128:0609,0.0,50.0,0.0,7.74,9.78,3.13,0.0
20131128:0709,162.01,86.0,0.0,16.78,11.09,3.63,0.0
20131128:0809,284.01,101.0,0.0,24.06,12.4,4.12,0.0
20131128:0909,322.01,135.0,0.0,28.93,13.71,4.62,0.0
20131128:1009,413.01,100.0,0.0,30.77,13.83,4.15,0.0
20131128:1109,396.01,93.0,0.0,29.31,13.94,3.68,0.0
20131128:1209,283.01,109.0,0.0,24.76,14.06,3.21,0.0
20131128:1309,175.01,89.0,0.0,17.71,13.72,3.03,0.0
20131128:1409,47.0,57.0,0.0,8.85,13.38,2.85,0.0
20131128:1509,0.0,0.0,0.0,0.0,13.03,2.66,0.0
20131128:1609,0.0,0.0,0.0,0.0,12.66,2.77,0.0
20131128:1709,0.0,0.0,0.0,0.0,12.3,2.88,0.0
20131128:1809,0.0,0.0,0.0,0.0,11.93,2.99,0.0
20131128:1909,0.0,0.0,0.0,0.0,11.6,2.6,0.0
20131128:2009,0.0,0.0,0.0,0.0,11.27,2.21,0.0
20131128:2109,0.0,0.0,0.0,0.0,10.94,1.82,0.0
20131128:2209,0.0,0.0,0.0,0.0,10.86,1.89,0.0
20131128:2309,0.0,0.0,0.0,0.0,10.79,1.97,0.0
20131129:0009,0.0,0.0,0.0,0.0,10.71,2.04,0.0
20131129:0109,0.0,0.0,0.0,0.0,10.51,1.8,0.0
20131129:0209,0.0,0.0,0.0,0.0,10.31,1.56,0.0
20131129:0309,0.0,0.0,0.0,0.0,10.11,1.32,0.0
20131129:0409,0.0,0.0,0.0,0.0,10.15,1.2,0.0
20131129:0509,0.0,0.0,0.0,0.0,10.18,1.08,0.0
20131129:0609,0.0,49.0,0.0,7.56,10.21,0.95,0.0
20131129:0709,156.01,88.0,0.0,16.59,11.22,1.09,0.0
20131129:0809,260.01,113.0,0.0,23.87,12.23,1.23,0.0
20131129:0909,289.01,152.0,0.0,28.74,13.24,1.37,0.0
20131129:1009,326.01,151.0,0.0,30.6,13.68,1.57,0.0
20131129:1109,393.01,93.0,0.0,29.15,14.11,1.78,0.0
20131129:1209,333.01,77.0,0.0,24.63,14.55,1.99,0.0
20131129:1309,215.01,64.0,0.0,17.62,14.47,1.63,0.0
20131129:1409,36.0,59.0,0.0,8.78,14.38,1.27,0.0
20131129:1509,0.0,0.0,0.0,0.0,14.29,0.91,0.0
20131129:1609,0.0,0.0,0.0,0.0,13.94,1.52,0.0
20131129:1709,0.0,0.0,0.0,0.0,13.58,2.12,0.0
20131129:1809,0.0,0.0,0.0,0.0,13.23,2.73,0.0
20131129:1909,0.0,0.0,0.0,0.0,12.91,3.04,0.0
20131129:2009,0.0,0.0,0.0,0.0,12.58,3.36,0.0
20131129:2109,0.0,0.0,0.0,0.0,12.26,3.67,0.0
20131129:2209,0.0,0.0,0.0,0.0,11.73,3.54,0.0
20131129:2309,0.0,0.0,0.0,0.0,11.19,3.42,0.0
20131130:0009,0.0,0.0,0.0,0.0,10.66,3.3,0.0
20131130:0109,0.0,0.0,0.0,0.0,10.33,3.33,0.0
20131130:0209,0.0,0.0,0.0,0.0,10.0,3.36,0.0
20131130:0309,0.0,0.0,0.0,0.0,9.67,3.39,0.0
20131130:0409,0.0,0.0,0.0,0.0,10.01,3.28,0.0
20131130:0509,0.0,0.0,0.0,0.0,10.34,3.17,0.0
20131130:0609,0.0,8.0,0.0,7.38,10.67,3.06,0.0
20131130:0709,0.0,70.0,0.0,16.4,11.71,3.52,0.0
20131130:0809,0.0,86.0,0.0,23.68,12.75,3.97,0.0
20131130:0909,0.0,68.0,0.0,28.56,13.79,4.43,0.0
20131130:1009,0.0,59.0,0.0,30.43,14.01,4.74,0.0
20131130:1109,0.0,72.0,0.0,29.01,14.24,5.04,0.0
20131130:1209,0.0,45.0,0.0,24.52,14.46,5.35,0.0
20131130:1309,0.0,83.0,0.0,17.53,14.44,5.03,0.0
20131130:1409,2.0,50.0,0.0,8.71,14.42,4.7,0.0
20131130:1509,0.0,0.0,0.0,0.0,14.39,4.37,0.0
20131130:1609,0.0,0.0,0.0,0.0,14.49,4.16,0.0
20131130:1709,0.0,0.0,0.0,0.0,14.59,3.94,0.0
20131130:1809,0.0,0.0,0.0,0.0,14.69,3.72,0.0
20131130:1909,0.0,0.0,0.0,0.0,14.53,3.67,0.0
20131130:2009,0.0,0.0,0.0,0.0,14.36,3.62,0.0
20131130:2109,0.0,0.0,0.0,0.0,14.2,3.57,0.0
20131130:2209,0.0,0.0,0.0,0.0,14.36,3.58,0.0
20131130:2309,0.0,0.0,0.0,0.0,14.52,3.58,0.0
20131201:0009,0.0,0.0,0.0,0.0,14.68,3.59,0.0
20131201:0109,0.0,0.0,0.0,0.0,14.89,3.82,0.0
20131201:0209,0.0,0.0,0.0,0.0,15.09,4.06,0.0
20131201:0309,0.0,0.0,0.0,0.0,15.29,4.29,0.0
20131201:0409,0.0,0.0,0.0,0.0,15.57,4.33,0.0
20131201:0509,0.0,0.0,0.0,0.0,15.84,4.37,0.0
20131201:0609,0.0,27.0,0.0,7.21,16.11,4.41,0.0
20131201:0709,87.0,118.0,0.0,16.22,16.9,5.23,0.0
20131201:0809,4.0,149.0,0.0,23.5,17.68,6.04,0.0
20131201:0909,0.0,80.0,0.0,28.38,18.46,6.86,0.0
20131201:1009,0.0,128.0,0.0,30.27,18.52,6.83,0.0
20131201:1109,0.0,84.0,0.0,28.87,18.59,6.81,0.0
20131201:1209,0.0,52.0,0.0,24.41,18.65,6.79,0.0
20131201:1309,0.0,64.0,0.0,17.45,18.28,6.48,0.0
20131201:1409,5.0,54.0,0.0,8.65,17.9,6.18,0.0
20131201:1509,0.0,0.0,0.0,0.0,17.52,5.88,0.0
20131201:1609,0.0,0.0,0.0,0.0,17.31,5.41,0.0
20131201:1709,0.0,0.0,0.0,0.0,17.1,4.95,0.0
20131201:1809,0.0,0.0,0.0,0.0,16.9,4.48,0.0
20131201:1909,0.0,0.0,0.0,0.0,16.59,4.69,0.0
20131201:2009,0.0,0.0,0.0,0.0,16.29,4.9,0.0
20131201:2109,0.0,0.0,0.0,0.0,15.98,5.1,0.0
20131201:2209,0.0,0.0,0.0,0.0,15.98,4.19,0.0
20131201:2309,0.0,0.0,0.0,0.0,15.99,3.28,0.0
20131202:0009,0.0,0.0,0.0,0.0,15.99,2.37,0.0
20131202:0109,0.0,0.0,0.0,0.0,15.39,2.12,0.0
20131202:0209,0.0,0.0,0.0,0.0,14.79,1.87,0.0
20131202:0309,0.0,0.0,0.0,0.0,14.19,1.61,0.0
20131202:0409,0.0,0.0,0.0,0.0,14.25,1.54,0.0
20131202:0509,0.0,0.0,0.0,0.0,14.31,1.48,0.0
20131202:0609,0.0,31.0,0.0,7.04,14.37,1.41,0.0
20131202:0709,0.0,22.0,0.0,16.05,15.4,1.9,0.0
20131202:0809,0.0,69.0,0.0,23.32,16.43,2.39,0.0
20131202:0909,0.0,99.0,0.0,28.21,17.46,2.88,0.0
20131202:1009,0.0,67.0,0.0,30.11,17.54,3.52,0.0
20131202:1109,141.0,224.0,0.0,28.74,17.62,4.16,0.0
20131202:1209,314.01,89.0,0.0,24.3,17.69,4.8,0.0
20131202:1309,0.0,33.0,0.0,17.37,16.95,5.3,0.0
20131202:1409,23.0,61.0,0.0,8.6,16.21,5.8,0.0
20131202:1509,0.0,0.0,0.0,0.0,15.46,6.3,0.0
20131202:1609,0.0,0.0,0.0,0.0,14.89,6.23,0.0
20131202:1709,0.0,0.0,0.0,0.0,14.32,6.17,0.0
20131202:1809,0.0,0.0,0.0,0.0,13.75,6.1,0.0
20131202:1909,0.0,0.0,0.0,0.0,13.53,5.89,0.0
20131202:2009,0.0,0.0,0.0,0.0,13.32,5.68,0.0
20131202:2109,0.0,0.0,0.0,0.0,13.1,5.48,0.0
20131202:2209,0.0,0.0,0.0,0.0,13.14,6.5,0.0
20131202:2309,0.0,0.0,0.0,0.0,13.17,7.52,0.0
20131203:0009,0.0,0.0,0.0,0.0,13.21,8.54,0.0
20131203:0109,0.0,0.0,0.0,0.0,13.18,9.23,0.0
20131203:0209,0.0,0.0,0.0,0.0,13.15,9.93,0.0
20131203:0309,0.0,0.0,0.0,0.0,13.11,10.62,0.0
20131203:0409,0.0,0.0,0.0,0.0,12.58,10.89,0.0
20131203:0509,0.0,0.0,0.0,0.0,12.05,11.15,0.0
20131203:0609,0.0,33.0,0.0,6.87,11.51,11.42,0.0
20131203:0709,0.0,57.0,0.0,15.88,11.59,11.58,0.0
20131203:0809,0.0,85.0,0.0,23.15,11.66,11.73,0.0
20131203:0909,0.0,100.0,0.0,28.05,11.74,11.89,0.0
20131203:1009,0.0,62.0,0.0,29.97,11.38,11.78,0.0
20131203:1109,0.0,78.0,0.0,28.62,11.03,11.67,0.0
20131203:1209,0.0,38.0,0.0,24.21,10.67,11.56,0.0
20131203:1309,0.0,72.0,0.0,17.3,9.97,10.87,0.0
20131203:1409,0.0,27.0,0.0,8.56,9.27,10.19,0.0
20131203:1509,0.0,0.0,0.0,0.0,8.57,9.5,0.0
20131203:1609,0.0,0.0,0.0,0.0,8.27,8.97,0.0
20131203:1709,0.0,0.0,0.0,0.0,7.96,8.45,0.0
20131203:1809,0.0,0.0,0.0,0.0,7.66,7.92,0.0
20131203:1909,0.0,0.0,0.0,0.0,7.46,7.6,0.0
20131203:2009,0.0,0.0,0.0,0.0,7.27,7.28,0.0
20131203:2109,0.0,0.0,0.0,0.0,7.08,6.97,0.0
20131203:2209,0.0,0.0,0.0,0.0,7.14,7.22,0.0
20131203:2309,0.0,0.0,0.0,0.0,7.19,7.47,0.0
20131204:0009,0.0,0.0,0.0,0.0,7.25,7.72,0.0
20131204:0109,0.0,0.0,0.0,0.0,7.09,7.12,0.0
20131204:0209,0.0,0.0,0.0,0.0,6.93,6.52,0.0
20131204:0309,0.0,0.0,0.0,0.0,6.76,5.92,0.0
20131204:0409,0.0,0.0,0.0,0.0,6.71,5.79,0.0
20131204:0509,0.0,0.0,0.0,0.0,6.65,5.67,0.0
20131204:0609,0.0,7.0,0.0,6.71,6.59,5.54,0.0
20131204:0709,0.0,21.0,0.0,15.71,7.34,6.3,0.0
20131204:0809,0.0,113.0,0.0,22.99,8.08,7.05,0.0
20131204:0909,0.0,105.0,0.0,27.89,8.83,7.81,0.0
20131204:1009,0.0,49.0,0.0,29.83,9.21,8.16,0.0
20131204:1109,88.0,235.0,0.0,28.5,9.59,8.51,0.0
20131204:1209,1.0,129.0,0.0,24.12,9.97,8.87,0.0
20131204:1309,83.0,129.0,0.0,17.24,9.68,8.17,0.0
20131204:1409,0.0,35.0,0.0,8.52,9.39,7.46,0.0
20131204:1509,0.0,0.0,0.0,0.0,9.1,6.76,0.0
20131204:1609,0.0,0.0,0.0,0.0,8.71,5.9,0.0
20131204:1709,0.0,0.0,0.0,0.0,8.31,5.05,0.0
20131204:1809,0.0,0.0,0.0,0.0,7.92,4.19,0.0
20131204:1909,0.0,0.0,0.0,0.0,7.7,3.75,0.0
20131204:2009,0.0,0.0,0.0,0.0,7.48,3.31,0.0
20131204:2109,0.0,0.0,0.0,0.0,7.26,2.87,0.0
20131204:2209,0.0,0.0,0.0,0.0,7.29,3.22,0.0
20131204:2309,0.0,0.0,0.0,0.0,7.33,3.57,0.0
20131205:0009,0.0,0.0,0.0,0.0,7.36,3.92,0.0
20131205:0109,0.0,0.0,0.0,0.0,7.08,3.67,0.0
20131205:0209,0.0,0.0,0.0,0.0,6.8,3.42,0.0
20131205:0309,0.0,0.0,0.0,0.0,6.52,3.17,0.0
20131205:0409,0.0,0.0,0.0,0.0,6.5,2.98,0.0
20131205:0509,0.0,0.0,0.0,0.0,6.47,2.8,0.0
20131205:0609,0.0,36.0,0.0,6.55,6.44,2.61,0.0
20131205:0709,174.01,68.0,0.0,15.55,8.09,2.42,0.0
20131205:0809,285.01,89.0,0.0,22.83,9.74,2.23,0.0
20131205:0909,373.01,94.0,0.0,27.74,11.39,2.04,0.0
20131205:1009,399.01,101.0,0.0,29.69,12.13,2.13,0.0
