Date/Time,T_out,Cooling Power,Heating Power,avg_T_in,Power
 09/08  16:00:00,31.11111111,0.07997686913816668,0.0,25.363121328789934,0.08706815909610001
 09/08  16:10:00,31.11111111,0.08152778465060695,0.0,25.3600873537769,0.09116087361029862
 09/08  16:20:00,31.11111111,0.08095658165372834,0.0,25.356238928087034,0.09058967061342
 09/08  16:30:00,31.11111111,0.08028738415029861,0.0,25.3516894401142,0.08992047310999028
 09/08  16:40:00,31.11111111,0.07965726301796056,0.0,25.347172378963702,0.08929035197765223
 09/08  16:50:00,31.11111111,0.07899624629507139,0.0,25.342352440105632,0.08862933525476306
 09/08  17:00:00,31.11111111,0.07830482346418417,0.0,25.3372752179053,0.08793791242387584
 09/08  17:10:00,30.925925925,0.08223445333810667,0.0,25.334023192995534,0.10112642463289
 09/08  17:20:00,30.74074074,0.08066024986946417,0.0,25.329663407204666,0.0995522211642475
 09/08  17:30:00,30.555555555,0.07904587138693611,0.0,25.325147330583732,0.09793784268171944
 09/08  17:40:00,30.37037037,0.07746629159946194,0.0,25.320790742171635,0.09635826289424528
 09/08  17:50:00,30.185185185,0.07589472193207054,0.0,25.316462136319302,0.09478669322685387
 09/08  18:00:00,30.0,0.07432928549487361,0.0,25.312160618995435,0.09322125678965694
 09/08  18:10:00,29.7222222225,0.11153292670806639,0.0,25.317922482523198,0.20094607117734806
 09/08  18:20:00,29.444444445,0.11073050162412416,0.0,25.318150669989297,0.20014364609340585
 09/08  18:30:00,29.1666666675,0.10962438352382499,0.0,25.317985054876434,0.19903752799310664
 09/08  18:40:00,28.88888889,0.10898426696523,0.0,25.317514756761867,0.19839741143451167
 09/08  18:50:00,28.6111111125,0.10873691328848444,0.0,25.31701292761467,0.19815005775776612
 09/08  19:00:00,28.333333335,0.10830606796129694,0.0,25.316367818589935,0.1977192124305786
 09/08  19:10:00,28.2407407425,0.11090324790818527,0.0,25.315962379270434,0.20285819137922528
 09/08  19:20:00,28.14814815,0.1111138102714489,0.0,25.315357341204333,0.2030687537424889
 09/08  19:30:00,28.0555555575,0.11103252076950527,0.0,25.31470728337,0.20298746424054528
 09/08  19:40:00,27.962962965,0.11071090251933222,0.0,25.313979621267165,0.20266584599037224
 09/08  19:50:00,27.8703703725,0.11021752171359443,0.0,25.313226061119497,0.20217246518463444
 09/08  20:00:00,27.77777778,0.10960081801590334,0.0,25.312412406035833,0.20155576148694335
 09/08  20:10:00,27.77777778,0.1082891552273175,0.0,25.3114402659106,0.20024409869835752
 09/08  20:20:00,27.77777778,0.10795308638580778,0.0,25.310508769298497,0.1999080298568478
 09/08  20:30:00,27.77777778,0.10746070991588194,0.0,25.30956646340093,0.19941565338692196
 09/08  20:40:00,27.77777778,0.10686203380340611,0.0,25.3085794707479,0.19881697727444614
 09/08  20:50:00,27.77777778,0.10619847118840166,0.0,25.307565640056698,0.19815341465944167
 09/08  21:00:00,27.77777778,0.10548970362812278,0.0,25.306495405516433,0.1974446470991628
 09/08  21:10:00,27.6851851866667,0.09927183550157194,0.0,25.30347134987706,0.18196789663752028
 09/08  21:20:00,27.5925925933333,0.09813141753997612,0.0,25.30137260779593,0.18082747867592447
 09/08  21:30:00,27.5,0.0973550321630625,0.0,25.299350407818533,0.18005109329901084
 09/08  21:40:00,27.4074074066667,0.09687082379838528,0.0,25.297336730049697,0.17956688493433362
 09/08  21:50:00,27.3148148133333,0.09659884479231055,0.0,25.295334460071132,0.1792949059282589
 09/08  22:00:00,27.22222222,0.09646614854053362,0.0,25.293327152676966,0.17916220967648194
 09/08  22:10:00,27.2685185166667,0.05645499956389806,0.0,25.281547123062268,0.06608808852358973
 09/08  22:20:00,27.3148148133333,0.05584031497688444,0.0,25.275328687212504,0.06547340393657611
 09/08  22:30:00,27.36111111,0.055415823486525274,0.0,25.2696674147036,0.06504891244621694
 09/08  22:40:00,27.4074074066667,0.05491806056237222,0.0,25.26445750302537,0.0645511495220639
 09/08  22:50:00,27.4537037033333,0.0543293506576175,0.0,25.259483260353367,0.06396243961730917
 09/08  23:00:00,27.5,0.053679365026123894,0.0,25.254844457821665,0.06331245398581556
 09/08  23:10:00,27.5462962966667,0.051491819945915,0.0,25.250415115735834,0.05858310990384834
 09/08  23:20:00,27.5925925933333,0.0508796926072625,0.0,25.246350318315365,0.05797098256519584
 09/08  23:30:00,27.63888889,0.05038159815175222,0.0,25.2425720171359,0.05747288810968555
 09/08  23:40:00,27.6851851866667,0.050003492068924446,0.0,25.239171399043897,0.05709478202685778
 09/08  23:50:00,27.7314814833333,0.04971677648965611,0.0,25.236011663656367,0.05680806644758944
 09/08  24:00:00,27.77777778,0.04950781272064612,0.0,25.233142059598233,0.056599102678579455
 09/09  00:10:00,27.7676419044773,0.04903659195843112,0.0,25.2304417548709,0.05612788191636445
 09/09  00:20:00,27.7575060289546,0.04860955276644278,0.0,25.227978028952567,0.055700842724376115
 09/09  00:30:00,27.747370153432,0.048212741200418616,0.0,25.225697635390933,0.055304031158351946
 09/09  00:40:00,27.7372342779093,0.04783982873860778,0.0,25.2235716856877,0.05493111869654112
 09/09  00:50:00,27.7270984023866,0.0474854755283575,0.0,25.221553812388198,0.05457676548629084
 09/09  01:00:00,27.7169625268639,0.04714747586313527,0.0,25.2196274958185,0.05423876582106861
 09/09  01:10:00,27.7068266513412,0.046822801664628336,0.0,25.217766910782533,0.053914091622561666
 09/09  01:20:00,27.6966907758185,0.04650986161965028,0.0,25.215963885041702,0.05360115157758362
 09/09  01:30:00,27.6865549002959,0.04620676844409361,0.0,25.214206090355365,0.05329805840202695
 09/09  01:40:00,27.6764190247732,0.045912300617075,0.0,25.212487628129498,0.053003590575008336
 09/09  01:50:00,27.6662831492505,0.04562541826795917,0.0,25.210803831152703,0.0527167082258925
 09/09  02:00:00,27.6561472737278,0.04534514156863916,0.0,25.209148802961934,0.0524364315265725
 09/09  02:10:00,27.6460113982051,0.045071689489199165,0.0,25.207527125943532,0.052162979447132496
 09/09  02:20:00,27.6358755226824,0.044803685233705835,0.0,25.205928458088167,0.05189497519163917
 09/09  02:30:00,27.6257396471598,0.04454086681581028,0.0,25.204356016900732,0.05163215677374361
 09/09  02:40:00,27.6156037716371,0.04428251816194917,0.0,25.202803884313735,0.0513738081198825
 09/09  02:50:00,27.6054678961144,0.04402872043743611,0.0,25.201276771935596,0.05112001039536944
 09/09  03:00:00,27.5953320205917,0.043778802510256114,0.0,25.199768126372334,0.05087009246818945
 09/09  03:10:00,27.585196145069,0.04353292544689361,0.0,25.198282928765735,0.05062421540482695
 09/09  03:20:00,27.5750602695464,0.043290431251804165,0.0,25.19681415878973,0.050381721209737496
 09/09  03:30:00,27.5649243940237,0.043051527410479996,0.0,25.195366928762635,0.050142817368413334
 09/09  03:40:00,27.554788518501,0.042815582409091106,0.0,25.19393412700693,0.049906872367024444
 09/09  03:50:00,27.5446526429783,0.04258283681290639,0.0,25.192520940035763,0.049674126770839724
 09/09  04:00:00,27.5345167674556,0.04235269480925083,0.0,25.1911203794452,0.04944398476718416
 09/09  04:10:00,27.5243808919329,0.042125420566571946,0.0,25.18973763505437,0.04921671052450528
 09/09  04:20:00,27.5142450164103,0.04190045857295972,0.0,25.188365950739666,0.04899174853089305
 09/09  04:30:00,27.5041091408876,0.041678091239726114,0.0,25.18701046047637,0.048769381197659445
 09/09  04:40:00,27.4939732653649,0.04145780946834166,0.0,25.185664681803463,0.048549099426275
